name,RA,DEC,grade,score,resnet_model,region,probability,tractor_type,spec_z,photo_z,score_l18,sep_l18,in_parent_l18,score_shielded,sep_shielded,in_parent_shielded,in_training,score_combined,in_parent_combined
DESI-153.7937+32.5308,153.7937,32.5308,A,4.0,l18,MzLS,0.08,DC,,0.243+/-0.147,0.9683524966239929,5.775553233928168,False,0.9062520861625671,5.775553233928168,False,True,0.9683524966239929,False
DESI-156.8137+11.8314,156.8137,11.8314,A,3.5,shielded,DECaLS,0.28,REX,0.28,,0.25041401386260986,0.2737356526222891,True,0.9250917434692383,0.2737356526222891,True,False,0.9250917434692383,True
DESI-157.4222+20.4043,157.4222,20.4043,A,3.5,shielded,DECaLS,0.43,DC,,0.946+/-0.324,0.9820027351379395,0.20990026267892645,True,0.984447717666626,0.20990026267892645,True,False,0.984447717666626,True
DESI-157.6135-06.6858,157.6135,-6.6858,A,4.0,l18,DECaLS,1.0,DC,,0.463+/-0.029,0.999924898147583,0.11096951525682622,True,0.9995092153549194,0.11096951525682622,True,True,0.999924898147583,True
DESI-160.1716+18.8477,160.1716,18.8477,A,4.0,l18,DECaLS,0.35,DC,,0.358+/-0.039,0.978467583656311,0.040799212725935986,True,0.9389067888259888,0.040799212725935986,True,True,0.978467583656311,True
DESI-161.1159+31.2337,161.1159,31.2337,A,4.0,l18,DECaLS,0.83,DC,0.5291,,0.9998205304145813,0.19043681277332616,True,0.9993399977684021,0.19043681277332616,True,True,0.9998205304145813,True
DESI-161.4114-08.8359,161.4114,-8.8359,A,3.5,l18,DECaLS,0.98,DC,,0.813+/-0.150,0.9993257522583008,0.1549599047063421,True,0.9987389445304871,0.1549599047063421,True,True,0.9993257522583008,True
DESI-162.3475+35.7447,162.3475,35.7447,A,3.5,l18,MzLS,0.29,DC,0.2603,,0.9931129813194275,0.17202176204055106,True,0.9753084182739258,0.17202176204055106,True,True,0.9931129813194275,True
DESI-164.9800+42.8595,164.98,42.8595,A,4.0,shielded,MzLS,0.29,REX,,0.817+/-0.036,0.0013180809328332543,2.6248811333096067,True,0.020861806347966194,2.6248811333096067,True,False,0.020861806347966194,True
DESI-166.9974+04.1560,166.9974,4.156,A,3.5,l18,DECaLS,0.67,DC,0.3359,,0.9992619156837463,0.2016077732558155,True,0.9961888194084167,0.2016077732558155,True,True,0.9992619156837463,True
DESI-168.7683+16.7607,168.7683,16.7607,A,4.0,l18,DECaLS,0.96,DC,0.6197,,0.9956585168838501,0.08910970433335677,True,0.9380629062652588,0.08910970433335677,True,True,0.9956585168838501,True
DESI-169.2414+14.7197,169.2414,14.7197,A,3.5,shielded,DECaLS,0.47,DC,0.5424,,0.9941576719284058,0.13724242403814876,True,0.9917540550231934,0.13724242403814876,True,False,0.9941576719284058,True
DESI-169.9718+14.7456,169.9718,14.7456,A,4.0,shielded,DECaLS,0.16,REX,0.1967,,0.06628676503896713,57.315051358633816,False,0.003789307549595833,57.315051358633816,False,False,0.06628676503896713,False
DESI-173.3049+50.1444,173.3049,50.1444,A,4.0,l18,MzLS,0.92,DC,0.2426,,0.975959062576294,0.11440424887534327,True,0.951961874961853,0.11440424887534327,True,True,0.975959062576294,True
DESI-174.5481+14.7863,174.5481,14.7863,A,3.5,l18,DECaLS,0.96,DC,0.5457,,0.9965217113494873,0.025610575406247747,True,0.9942882061004639,0.025610575406247747,True,True,0.9965217113494873,True
DESI-175.0410+22.8792,175.041,22.8792,A,3.5,l18,DECaLS,0.99,DC,0.5426,,0.9998239874839783,0.0809578057433566,True,0.9981511235237122,0.0809578057433566,True,True,0.9998239874839783,True
DESI-175.4961+19.3041,175.4961,19.3041,A,4.0,l18,DECaLS,1.0,REX,0.5425,,0.8662889003753662,8.376566534113977,False,0.9101533889770508,8.376566534113977,False,True,0.9101533889770508,False
DESI-176.0987+17.7551,176.0987,17.7551,A,3.5,l18,DECaLS,0.49,DC,0.5273,,0.9935654997825623,0.2016351657678594,True,0.976500928401947,0.2016351657678594,True,True,0.9935654997825623,True
DESI-178.0775+08.8170,178.0775,8.817,A,4.0,l18,DECaLS,1.0,DC,0.3244,,0.9999833106994629,0.145553527182942,True,0.9998125433921814,0.145553527182942,True,True,0.9999833106994629,True
DESI-179.0228+19.1869,179.0228,19.1869,A,4.0,l18,DECaLS,1.0,DC,0.5689,,0.9998101592063904,0.1717730749176437,True,0.9969696402549744,0.1717730749176437,True,True,0.9998101592063904,True
DESI-179.5632-06.6056,179.5632,-6.6056,A,3.5,l18,DECaLS,0.75,DC,,0.430+/-0.014,0.24104270339012146,0.15282003838547628,True,0.985393226146698,0.15282003838547628,True,True,0.985393226146698,True
DESI-179.8326+61.7939,179.8326,61.7939,A,3.5,l18,MzLS,0.99,DC,0.3393,,0.5781117081642151,0.1534088443467855,True,0.7284783720970154,0.1534088443467855,True,True,0.7284783720970154,True
DESI-180.2708-02.3681,180.2708,-2.3681,A,3.5,shielded,DECaLS,0.93,REX,0.3667,,0.9994297623634338,0.4890927186616945,True,0.9954913258552551,0.4890927186616945,True,False,0.9994297623634338,True
DESI-181.9031+52.9176,181.9031,52.9176,A,4.0,l18,MzLS,1.0,DC,0.3428,,0.9996312856674194,0.09055978256493369,True,0.9989235997200012,0.09055978256493369,True,True,0.9996312856674194,True
DESI-183.0792+27.5646,183.0792,27.5646,A,4.0,shielded,DECaLS,0.44,REX,0.3364,,0.9901123642921448,0.15333884001972706,True,0.8766977787017822,0.15333884001972706,True,False,0.9901123642921448,True
DESI-186.8276-07.1227,186.8276,-7.1227,A,3.5,shielded,DECaLS,1.0,REX,,0.617+/-0.126,0.00046124099753797054,39.3267445248505,False,0.0016335207037627697,39.3267445248505,False,False,0.0016335207037627697,False
DESI-187.2782+59.1413,187.2782,59.1413,A,3.5,l18,MzLS,0.98,DC,0.5802,,0.9936773180961609,0.11965204915634103,True,0.9971453547477722,0.11965204915634103,True,True,0.9971453547477722,True
DESI-188.2155+27.0359,188.2155,27.0359,A,3.5,l18,DECaLS,1.0,DC,0.5566,,0.9996421337127686,0.19459428872588377,True,0.9994651675224304,0.19459428872588377,True,True,0.9996421337127686,True
DESI-189.4008+55.5619,189.4008,55.5619,A,4.0,l18,MzLS,1.0,DC,0.4279,,0.98201984167099,0.09388911821950205,True,0.2604319155216217,0.09388911821950205,True,True,0.98201984167099,True
DESI-189.9885+12.6693,189.9885,12.6693,A,3.5,l18,DECaLS,0.16,DC,0.2183,,0.4810905158519745,0.08603488218401367,True,0.8210849165916443,0.08603488218401367,True,True,0.8210849165916443,True
DESI-190.1345+45.1508,190.1345,45.1508,A,4.0,l18,MzLS,1.0,DC,0.2256,,0.9445828795433044,0.10328654978970238,True,0.9921518564224243,0.10328654978970238,True,True,0.9921518564224243,True
DESI-190.6911+75.8730,190.6911,75.873,A,3.5,shielded,MzLS,0.87,REX,,0.424+/-0.031,0.999681830406189,0.18493739528645617,True,0.9993436932563782,0.18493739528645617,True,False,0.999681830406189,True
DESI-190.7929+21.3329,190.7929,21.3329,A,3.5,l18,DECaLS,0.99,DC,0.3106,,0.9997674822807312,0.0425978443881926,True,0.9960404634475708,0.0425978443881926,True,True,0.9997674822807312,True
DESI-191.2226+04.2210,191.2226,4.221,A,3.5,l18,DECaLS,0.83,DC,0.326,,0.994355320930481,0.10707869814801749,True,0.9981182813644409,0.10707869814801749,True,True,0.9981182813644409,True
DESI-192.4699+03.1592,192.4699,3.1592,A,3.5,l18,DECaLS,1.0,DC,0.3202,,0.9999138116836548,0.14057172969391407,True,0.9997721314430237,0.14057172969391407,True,True,0.9999138116836548,True
DESI-192.9428+01.7155,192.9428,1.7155,A,4.0,l18,DECaLS,0.31,DC,0.673,,0.7970499396324158,0.07640636968109246,True,0.24887560307979584,0.07640636968109246,True,True,0.7970499396324158,True
DESI-196.4575+22.9256,196.4575,22.9256,A,4.0,l18,DECaLS,1.0,DC,0.2677,,0.9999822378158569,0.16343003706700004,True,0.9998162388801575,0.16343003706700004,True,True,0.9999822378158569,True
DESI-197.5704+14.7474,197.5704,14.7474,A,4.0,shielded,DECaLS,0.14,REX,0.2943,,0.9954074025154114,0.08825487479886399,True,0.9904319643974304,0.08825487479886399,True,False,0.9954074025154114,True
DESI-200.7252+58.1651,200.7252,58.1651,A,4.0,l18,MzLS,0.68,DC,0.2229,,0.9697246551513672,0.1489420128791865,True,0.9935510158538818,0.1489420128791865,True,True,0.9935510158538818,True
DESI-200.7678+03.7216,200.7678,3.7216,A,4.0,shielded,DECaLS,0.34,DC,,0.896+/-0.078,0.9813589453697205,2.8050814571710396,True,0.903041660785675,2.8050814571710396,True,False,0.9813589453697205,True
DESI-205.1910+38.5483,205.191,38.5483,A,3.5,l18,MzLS,0.96,DC,0.6334,,0.8255842328071594,0.18998041288357345,True,0.8263773918151855,0.18998041288357345,True,True,0.8263773918151855,True
DESI-211.6718+08.7580,211.6718,8.758,A,3.5,shielded,DECaLS,0.38,REX,0.1857,,0.01961558498442173,42.29302618717674,False,0.004379643127322197,42.29302618717674,False,False,0.01961558498442173,False
DESI-211.9734-00.4713,211.9734,-0.4713,A,3.5,l18,DECaLS,0.15,REX,0.481,,0.0872410461306572,3.049520857906168,True,0.30870628356933594,3.049520857906168,True,True,0.30870628356933594,True
DESI-214.3545+76.2152,214.3545,76.2152,A,4.0,shielded,MzLS,0.28,REX,,0.343+/-0.386,0.9781932830810547,0.26966931420577683,True,0.940601110458374,0.26966931420577683,True,False,0.9781932830810547,True
DESI-218.2479-07.2268,218.2479,-7.2268,A,3.5,l18,DECaLS,1.0,DC,,0.352+/-0.043,0.9999927282333374,0.03404979148331581,True,0.9999759197235107,0.03404979148331581,True,True,0.9999927282333374,True
DESI-218.3457+60.1209,218.3457,60.1209,A,3.5,l18,MzLS,1.0,DC,,0.408+/-0.072,0.9989402890205383,0.20231564086524917,True,0.9346685409545898,0.20231564086524917,True,True,0.9989402890205383,True
DESI-218.4715+14.0687,218.4715,14.0687,A,3.5,l18,DECaLS,1.0,DC,0.5512,,0.9999010562896729,0.025412212892482185,True,0.9997910857200623,0.025412212892482185,True,True,0.9999010562896729,True
DESI-220.4549+14.6891,220.4549,14.6891,A,4.0,l18,DECaLS,1.0,DC,0.6149,,0.9999889135360718,0.07062300392403573,True,0.9999115467071533,0.07062300392403573,True,True,0.9999889135360718,True
DESI-221.8241+78.0430,221.8241,78.043,A,4.0,l18,MzLS,0.3,DC,,0.415+/-0.281,0.9991248250007629,11.445995150789425,False,0.9814939498901367,11.445995150789425,False,True,0.9991248250007629,False
DESI-227.3528+39.0279,227.3528,39.0279,A,4.0,l18,MzLS,1.0,DC,0.5975,,0.999977707862854,0.15958480792772503,True,0.9994887113571167,0.15958480792772503,True,True,0.999977707862854,True
DESI-227.5364+20.6236,227.5364,20.6236,A,3.5,l18,DECaLS,1.0,DC,0.5847,,0.9999387264251709,0.13835667925086148,True,0.9996843338012695,0.13835667925086148,True,True,0.9999387264251709,True
DESI-234.8707+16.8379,234.8707,16.8379,A,3.5,l18,DECaLS,0.99,DC,0.3979,,0.9999597072601318,0.07658992644739568,True,0.9998302459716797,0.07658992644739568,True,True,0.9999597072601318,True
DESI-240.8979+05.8745,240.8979,5.8745,A,3.5,shielded,DECaLS,0.97,DC,0.6753,,0.9979717135429382,6.25831992969478,False,0.9893480539321899,6.25831992969478,False,False,0.9979717135429382,False
DESI-241.2220+74.5292,241.222,74.5292,A,3.5,l18,MzLS,0.15,DC,,0.331+/-0.021,0.9777404069900513,0.4717357718541937,True,0.9854517579078674,0.4717357718541937,True,True,0.9854517579078674,True
DESI-245.7514+21.6226,245.7514,21.6226,A,4.0,l18,DECaLS,1.0,DC,,0.782+/-0.062,0.0019327289192005992,19.093159108829663,False,0.00804011058062315,19.093159108829663,False,True,0.00804011058062315,False
DESI-246.0062+01.4836,246.0062,1.4836,A,3.5,l18,DECaLS,1.0,DC,,0.912+/-0.105,0.9999133348464966,0.11712226659856398,True,0.99958735704422,0.11712226659856398,True,True,0.9999133348464966,True
DESI-248.5498+70.9303,248.5498,70.9303,A,3.5,l18,MzLS,0.78,DC,,0.237+/-0.017,0.8086681365966797,0.1930253697090168,True,0.9710635542869568,0.1930253697090168,True,True,0.9710635542869568,True
DESI-252.2720+02.3993,252.272,2.3993,A,4.0,l18,DECaLS,1.0,DC,,0.480+/-0.139,0.9999439716339111,0.11996255061648825,True,0.999559223651886,0.11996255061648825,True,True,0.9999439716339111,True
DESI-252.9173+28.0881,252.9173,28.0881,A,3.5,l18,DECaLS,1.0,DC,,0.719+/-0.130,0.9998581409454346,0.0771660342046028,True,0.9998615980148315,0.0771660342046028,True,True,0.9998615980148315,True
DESI-253.2534+26.8843,253.2534,26.8843,A,3.5,shielded,DECaLS,0.97,DC,0.5214,,0.9821845889091492,7.3683288825968845,False,0.9282926917076111,7.3683288825968845,False,False,0.9821845889091492,False
DESI-254.4235+34.8162,254.4235,34.8162,A,4.0,l18,MzLS,1.0,DC,0.5777,,0.9280638098716736,0.05590310910672358,True,0.9852505922317505,0.05590310910672358,True,True,0.9852505922317505,True
DESI-260.8405+23.8442,260.8405,23.8442,A,4.0,shielded,DECaLS,0.99,DC,,0.424+/-0.155,0.9983870983123779,4.549189205796011,True,0.9402666687965393,4.549189205796011,True,False,0.9983870983123779,True
DESI-260.9006+34.1995,260.9006,34.1995,A,3.5,shielded,MzLS,0.85,DC,0.4184,,0.999112069606781,0.1763262162989928,True,0.98399817943573,0.1763262162989928,True,False,0.999112069606781,True
DESI-266.4075+39.8584,266.4075,39.8584,A,4.0,l18,MzLS,0.17,REX,,0.339+/-0.050,0.012378186918795109,12.166919978630562,False,0.025459179654717445,12.166919978630562,False,True,0.025459179654717445,False
DESI-277.9494+54.3033,277.9494,54.3033,A,4.0,l18,MzLS,0.14,DC,,0.252+/-0.009,0.9783276915550232,0.08211528393623402,True,0.9863992929458618,0.08211528393623402,True,True,0.9863992929458618,True
DESI-278.8338+46.1076,278.8338,46.1076,A,3.5,l18,MzLS,0.28,DC,,0.420+/-0.016,0.9711405038833618,0.06972838850577398,True,0.9617325067520142,0.06972838850577398,True,True,0.9711405038833618,True
DESI-287.1099+70.4625,287.1099,70.4625,A,3.5,shielded,MzLS,0.84,DC,,0.518+/-0.049,0.0030272260773926973,6.012310985048537,False,0.010683995671570301,6.012310985048537,False,False,0.010683995671570301,False
DESI-292.2833+55.8034,292.2833,55.8034,A,3.5,l18,MzLS,0.95,DC,,0.859+/-0.067,0.9974871873855591,0.10888612407331257,True,0.9127736687660217,0.10888612407331257,True,True,0.9974871873855591,True
DESI-310.8020-06.1649,310.802,-6.1649,A,3.5,l18,DECaLS,0.61,DC,0.5076,,0.9996886253356934,0.23434038832385043,True,0.9995331764221191,0.23434038832385043,True,True,0.9996886253356934,True
DESI-327.8408+13.7884,327.8408,13.7884,A,4.0,l18,DECaLS,0.1,DC,0.2015,,0.937710165977478,0.14693892444414208,True,0.8719490170478821,0.14693892444414208,True,True,0.937710165977478,True
DESI-329.6820+02.9584,329.682,2.9584,A,4.0,l18,DECaLS,1.0,DC,0.2886,,0.9999864101409912,0.040630370108345644,True,0.999834418296814,0.040630370108345644,True,True,0.9999864101409912,True
DESI-333.3655-13.2491,333.3655,-13.2491,A,4.0,l18,DECaLS,1.0,DC,,0.110+/-0.008,0.652225911617279,0.16376781466176846,True,0.7801704406738281,0.16376781466176846,True,True,0.7801704406738281,True
DESI-333.9656+04.5843,333.9656,4.5843,A,4.0,l18,DECaLS,0.19,DC,0.5863,,0.6171914935112,0.21078945730891196,True,0.9674614667892456,0.21078945730891196,True,True,0.9674614667892456,True
DESI-335.5357+27.7599,335.5357,27.7599,A,3.5,l18,DECaLS,0.55,DC,0.4695,,0.9995595812797546,0.2276988273633727,True,0.996228814125061,0.2276988273633727,True,True,0.9995595812797546,True
DESI-339.8880-04.4883,339.888,-4.4883,A,3.5,l18,DECaLS,1.0,DC,0.5318,,0.9999841451644897,0.17755093702288952,True,0.9995859265327454,0.17755093702288952,True,True,0.9999841451644897,True
DESI-340.2304-00.0128,340.2304,-0.0128,A,3.5,l18,DECaLS,0.59,DC,0.424,,0.9983392953872681,0.20552797600091607,True,0.9977536797523499,0.20552797600091607,True,True,0.9983392953872681,True
DESI-341.0206+27.9877,341.0206,27.9877,A,3.5,shielded,DECaLS,0.79,DC,0.3373,,0.9946050047874451,0.1878924357790061,True,0.9719048738479614,0.1878924357790061,True,False,0.9946050047874451,True
DESI-341.8012-02.0939,341.8012,-2.0939,A,4.0,l18,DECaLS,1.0,DC,0.3535,,0.9996291399002075,0.1580023216568791,True,0.997882068157196,0.1580023216568791,True,True,0.9996291399002075,True
DESI-342.1516-01.3928,342.1516,-1.3928,A,3.5,l18,DECaLS,0.99,DC,0.6776,,0.9666378498077393,0.12179403296622758,True,0.989648163318634,0.12179403296622758,True,True,0.989648163318634,True
DESI-342.9290-03.4136,342.929,-3.4136,A,3.5,shielded,DECaLS,0.13,REX,0.258,,0.7931192517280579,11.889589112551397,False,0.7554616332054138,11.889589112551397,False,False,0.7931192517280579,False
DESI-343.0402-04.2187,343.0402,-4.2187,A,3.5,l18,DECaLS,0.97,DC,0.4208,,0.9996417760848999,0.1780215865815887,True,0.9990195035934448,0.1780215865815887,True,True,0.9996417760848999,True
DESI-344.5567+17.1506,344.5567,17.1506,A,4.0,l18,DECaLS,0.91,DC,0.6646,,0.9992165565490723,0.08358860479779492,True,0.999484658241272,0.08358860479779492,True,True,0.999484658241272,True
DESI-345.0719+22.2249,345.0719,22.2249,A,4.0,l18,DECaLS,0.44,DC,0.4182,,0.968122124671936,0.024442532985262937,True,0.9366052150726318,0.024442532985262937,True,True,0.968122124671936,True
DESI-345.8609+23.4760,345.8609,23.476,A,3.5,l18,DECaLS,0.86,DC,0.3252,,0.9963347911834717,0.1646189926388543,True,0.993770182132721,0.1646189926388543,True,True,0.9963347911834717,True
DESI-346.7668-13.3744,346.7668,-13.3744,A,4.0,l18,DECaLS,0.96,DC,,0.575+/-0.100,0.999691367149353,0.14206805182929147,True,0.9994691014289856,0.14206805182929147,True,True,0.999691367149353,True
DESI-347.0926-02.1923,347.0926,-2.1923,A,3.5,l18,DECaLS,0.65,DC,0.3578,,0.9909124374389648,0.47453483021755094,True,0.9947279095649719,0.47453483021755094,True,True,0.9947279095649719,True
DESI-347.7824+05.4971,347.7824,5.4971,A,3.5,l18,DECaLS,0.17,DC,0.5875,,0.9993128776550293,0.0998975297544263,True,0.9953795671463013,0.0998975297544263,True,True,0.9993128776550293,True
DESI-351.7484+20.4496,351.7484,20.4496,A,3.5,l18,DECaLS,0.15,DC,0.6529,,0.07306952029466629,0.12581105065232775,True,0.6630569696426392,0.12581105065232775,True,True,0.6630569696426392,True
DESI-353.4836-14.3846,353.4836,-14.3846,A,3.5,l18,DECaLS,0.57,DC,,0.372+/-0.061,0.9997658133506775,0.2023892756320912,True,0.9969387054443359,0.2023892756320912,True,True,0.9997658133506775,True
DESI-353.5287-07.7712,353.5287,-7.7712,A,4.0,l18,DECaLS,0.13,REX,,0.522+/-0.100,0.015294982120394707,33.904374759501984,False,0.010731820948421955,33.904374759501984,False,True,0.015294982120394707,False
DESI-355.2727-57.2679,355.2727,-57.2679,A,4.0,l18,DECaLS,0.95,REX,,0.447+/-0.044,0.9999688863754272,0.3593524492880679,True,0.9998785257339478,0.3593524492880679,True,True,0.9999688863754272,True
DESI-356.7894-62.7765,356.7894,-62.7765,A,4.0,shielded,DECaLS,0.29,REX,,0.252+/-0.033,0.8940987586975098,12.439184456229729,False,0.8649332523345947,12.439184456229729,False,False,0.8940987586975098,False
DESI-359.7003-61.4330,359.7003,-61.433,A,4.0,shielded,DECaLS,0.94,REX,,0.730+/-0.044,0.999976634979248,0.1351915746497866,True,0.9997716546058655,0.1351915746497866,True,False,0.999976634979248,True
DESI-004.0930-09.1126,4.093,-9.1126,B,3.0,shielded,DECaLS,0.98,DC,,0.445+/-0.021,0.9995878338813782,0.18415905558002213,True,0.9982830286026001,0.18415905558002213,True,False,0.9995878338813782,True
DESI-004.2564-10.1530,4.2564,-10.153,B,3.0,l18,DECaLS,0.6,DC,0.5201,,0.9946269392967224,0.11512435996897226,True,0.9669264554977417,0.11512435996897226,True,True,0.9946269392967224,True
DESI-004.8654+32.0834,4.8654,32.0834,B,3.0,l18,MzLS,0.82,REX,0.5566,,0.0008395578479394317,49.258801171530834,False,0.0010181773686781526,49.258801171530834,False,True,0.0010181773686781526,False
DESI-005.2593-26.5437,5.2593,-26.5437,B,3.0,shielded,DECaLS,0.99,DC,0.4548,,0.9996294975280762,0.1543957943036519,True,0.9995824694633484,0.1543957943036519,True,False,0.9996294975280762,True
DESI-008.0382-11.7536,8.0382,-11.7536,B,3.0,l18,DECaLS,0.7,DC,,0.542+/-0.012,0.9987493753433228,0.2012096360189471,True,0.9985468983650208,0.2012096360189471,True,True,0.9987493753433228,True
DESI-009.5789-22.7448,9.5789,-22.7448,B,3.0,l18,DECaLS,0.95,DC,,0.659+/-0.028,0.9804826974868774,0.0766805899456662,True,0.9372701048851013,0.0766805899456662,True,True,0.9804826974868774,True
DESI-010.9823-38.8884,10.9823,-38.8884,B,3.0,l18,DECaLS,0.83,REX,,0.636+/-0.041,0.0014589660568162799,41.38535618936857,False,0.0025061427149921656,41.38535618936857,False,True,0.0025061427149921656,False
DESI-011.3586-34.2832,11.3586,-34.2832,B,3.0,l18,DECaLS,1.0,REX,,0.860+/-0.078,0.0006454105605371296,70.63744155546264,False,0.0013630229514092207,70.63744155546264,False,True,0.0013630229514092207,False
DESI-013.2126-24.3469,13.2126,-24.3469,B,3.0,shielded,DECaLS,0.97,DC,,0.601+/-0.011,0.9992577433586121,0.17487602476954794,True,0.999442994594574,0.17487602476954794,True,False,0.999442994594574,True
DESI-013.8104-15.9165,13.8104,-15.9165,B,3.0,shielded,DECaLS,0.32,REX,,0.741+/-0.055,0.010424469597637653,52.42894602752688,False,0.01512911543250084,52.42894602752688,False,False,0.01512911543250084,False
DESI-014.1400-29.2327,14.14,-29.2327,B,3.0,l18,DECaLS,0.99,DC,0.5234,,0.999651312828064,0.21744846138420967,True,0.997209370136261,0.21744846138420967,True,True,0.999651312828064,True
DESI-014.3122+21.6428,14.3122,21.6428,B,3.0,l18,DECaLS,0.28,DC,,0.824+/-0.038,0.9980592131614685,0.21173513968722904,True,0.9922853708267212,0.21173513968722904,True,True,0.9980592131614685,True
DESI-014.6685+05.7665,14.6685,5.7665,B,3.0,l18,DECaLS,0.44,DC,0.1696,,0.6933162808418274,0.044387788291156464,True,0.40252992510795593,0.044387788291156464,True,True,0.6933162808418274,True
DESI-014.7995-22.0867,14.7995,-22.0867,B,3.0,l18,DECaLS,1.0,DC,,0.780+/-0.057,0.9996391534805298,0.147445863568292,True,0.9993751645088196,0.147445863568292,True,True,0.9996391534805298,True
DESI-015.2049+18.3077,15.2049,18.3077,B,3.0,l18,DECaLS,0.51,DC,,0.593+/-0.012,0.9996376037597656,0.12091973590791172,True,0.998869001865387,0.12091973590791172,True,True,0.9996376037597656,True
DESI-015.4982-21.4487,15.4982,-21.4487,B,3.0,l18,DECaLS,0.97,DC,,0.435+/-0.027,0.9998979568481445,0.16617855209722807,True,0.9999006986618042,0.16617855209722807,True,True,0.9999006986618042,True
