row_id,RA,DEC,brick,head_score,v3blend8,v2_pfinal,mimic_p,mimic_fdr_sel
s_138616_5646,8.780307148877146,-35.42226128629178,0087m355,4.237038352399626,0.5836394249065484,0.6145918259880964,0.0004728930923830434,False
s_132541_6621,289.23638907372293,-37.05981277582934,2892m370,4.234661528121359,0.820278759759406,0.9228673036285079,0.0004728930923830434,False
s_319576_2673,182.09137839945754,-2.0219987152461534,1821m020,4.233876506622878,0.6017041244536591,0.6570088566827696,0.0004728930923830434,False
s_183590_408,161.6208843665942,-26.406574669305236,1617m265,4.225644941859123,0.431677547187283,0.408656737706392,0.0005066711704104037,False
s_328891_7430,350.9419542359122,-0.510542764558111,3508m005,4.212810493338685,0.7878540774208667,0.8946720333929636,0.0005066711704104037,False
s_330237_2502,327.31381210704797,-0.21434690202313728,3273m002,4.211055541012514,0.746594278058521,0.7377918569900386,0.0005066711704104037,False
s_178422_2363,154.21974915910042,-27.45375938196378,1542m275,4.2082282125285335,0.4713095746876814,0.5914642034378875,0.0005066711704104037,False
s_359193_6464,10.980668612129953,4.891733694082521,0109p050,4.2062939153601855,0.5943596208344629,0.7026510721247563,0.0005066711704104037,False
s_217741_8440,86.52108350521276,-20.00704919525795,0864m200,4.203041559005782,0.8582144686628115,0.9336255385953158,0.0005066711704104037,False
s_353507_7798,26.484794254598228,4.0412893000357935,0264p040,4.201803903527331,0.8860217151238162,0.9693969435999614,0.0005066711704104037,False
s_119028_4108,308.65827194151547,-39.955551885770745,3087m400,4.198757808342867,0.6877185572675685,0.7693511755453459,0.0005066711704104037,False
s_388308_4377,146.73617048344408,10.114695303668844,1466p100,4.194855828575411,0.4811371167008338,0.6050952960259529,0.0005066711704104037,False
s_262320_2657,155.84969576677028,-11.951467841951748,1558m120,4.191918194556008,0.5308314235851598,0.584339286382267,0.0005404492484377639,False
s_325178_548,142.5097941244204,-1.030048064092869,1426m010,4.166742101394448,0.47263527501499664,0.44712553364238755,0.0005404492484377639,False
s_52735_6956,72.5367690060664,-57.25553466131206,0725m572,4.164692730551852,0.7509959446663907,0.8775856263081632,0.0005742273264651241,False
