rank,row_id,RA,DEC,brick,p_final,status
249,s_184504_4276,56.30645791849599,-26.26092250601239,0563m262,0.9354799236697019,NEW
250,s_13651_32713,4.842856684248981,-73.50821814778392,0048m735,0.9354718770058181,NEW
251,s_53346_3923,353.7014863649372,-57.251053175435466,3537m572,0.9352599527712412,NEW
252,s_76694_10065,101.62609707492257,-50.35715988199966,1014m502,0.9349165570729869,NEW
253,s_364281_4329,207.31333426866343,5.63078406456358,2072p057,0.9346648594619584,NEW
254,s_441355_1111,177.13807039588278,19.500877324699676,1772p195,0.9346648594619584,NEW
255,s_13651_9691,4.497829654848319,-73.49435333096663,0048m735,0.9346648594619584,NEW
256,s_13651_32197,4.835421187911045,-73.51164616858404,0048m735,0.9346648594619584,NEW
257,s_14063_20592,4.615087551402202,-73.28898303172289,0047m732,0.9346208378088077,NEW
258,s_352251_2673,71.96596530693311,3.790086823463689,0719p037,0.9345638875705321,NEW
259,s_442631_421,155.11193925532407,19.695581403900793,1552p197,0.9345638875705321,NEW
260,s_513624_2591,222.0306582854123,33.43126821302639,2220p335,0.9345638875705321,NEW
261,s_420988_8901,241.38333598672438,15.822628811268405,2413p157,0.9343367604147375,NEW
262,s_455425_116,333.9046414492439,22.124114714044463,3340p220,0.9343367604147375,NEW
263,s_322490_159,190.51108019487015,-1.4207375616179354,1906m015,0.9343367604147375,NEW
264,s_352203_1990,59.98098466695513,3.642595385146788,0599p037,0.9343367604147375,NEW
265,s_293716_5270,183.23643083271352,-6.496748320327748,1831m065,0.9337151597931367,NEW
266,s_125969_9238,20.29866107645773,-38.2045523555481,0201m382,0.9331665421767538,NEW
267,s_170331_3322,20.337776202520956,-28.968230246682637,0203m290,0.9331665421767538,NEW
268,s_112673_7188,21.134360862730674,-41.204979415048804,0210m412,0.9331665421767538,NEW
269,s_68390_1641,22.147352620516024,-52.45835200163509,0222m525,0.9331665421767538,NEW
270,s_228440_9608,31.713142245817064,-18.12249473239977,0316m180,0.9331665421767538,NEW
271,s_53493_3263,60.90345488988448,-57.04615726406237,0609m570,0.9331665421767538,NEW
272,s_65922_8714,82.60337201606676,-53.26531062098605,0825m532,0.9331665421767538,NEW
273,s_134524_3387,186.2974340195828,-36.41758536491037,1863m365,0.9326329380349903,NEW
