group_id,RA,DEC,sep_arcsec,size_pix,fov_arcsec,status,bytes,attempts,path
50385,31.866849361546308,14.832958424815423,2.524800478376291,89,24.03,skip,4565,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00050385.jpg
53173,33.79548236159367,18.155582339058192,2.9689990542978197,90,24.3,skip,4073,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00053173.jpg
60321,27.338970104043227,21.315283287654836,2.7628580513131835,90,24.3,skip,4139,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00060321.jpg
61412,28.048336785905477,22.322536390740307,2.7118146969662273,90,24.3,skip,4589,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00061412.jpg
64220,31.715332730070564,21.394804431085824,2.448675432784107,89,24.03,skip,3710,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00064220.jpg
65347,36.151520921913686,22.903224749270905,1.7876755622970284,86,23.220000000000002,skip,3435,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00065347.jpg
66754,36.7854098875151,24.950037161343474,0.9723299795207497,83,22.41,skip,4146,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00066754.jpg
68673,30.400274272281592,24.044875649864498,1.7978787437987869,86,23.220000000000002,skip,3972,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00068673.jpg
69160,30.265171861016157,24.339904331957598,2.871371409934737,90,24.3,skip,3500,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00069160.jpg
69606,28.76160640233549,24.836322221534193,4.905614245086914,98,26.46,skip,4175,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00069606.jpg
70858,34.52483424116761,26.600514819295906,1.8791104919552213,86,23.220000000000002,skip,4207,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00070858.jpg
71527,33.272438755077346,29.286444163037753,2.0910223896606674,87,23.490000000000002,skip,3605,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00071527.jpg
72428,39.59464915384143,26.23111273176287,2.870942965942458,90,24.3,skip,4510,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00072428.jpg
72454,39.0107364541267,26.422051313091213,2.687398101767901,89,24.03,skip,4049,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00072454.jpg
74108,38.2005132962458,27.5843457148393,2.0154513046382583,87,23.490000000000002,skip,3713,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00074108.jpg
