,Index,Image,Name,Tractor Type,Score,Score Diff,Probability,Spec,Photo-z,ResNet Model,Ref,g mag,r mag,z mag,Region
290,291,,DESI-054.9589-00.1356,DC,3,0,0.94,0.2677,,L18,,22.12,20.72,19.19,DECaLS
291,292,,DESI-055.0363-25.7609,REX,3,2,0.18,0.2943,,shielded,f,20.58,18.82,17.69,DECaLS
292,293,,DESI-055.8328-16.2951,DC,3,0,0.88,0.2229,,L18,,21.54,19.98,18.93,DECaLS
293,294,,DESI-056.2001-20.9116,DC,3,0,0.88,,0.696+/-0.017,L18,,21.8,19.91,18.26,DECaLS
294,295,,DESI-057.5232-13.1978,DC,3,0,1.0,,0.573+/-0.111,L18,,22.46,20.95,19.73,DECaLS
295,296,,DESI-058.8732-36.5641,REX,3,2,0.91,0.6149,,shielded,,18.45,16.83,15.98,DECaLS
296,297,,DESI-060.9086-07.3160,DC,3,0,0.29,,0.785+/-0.064,L18,,21.94,20.62,19.01,DECaLS
297,298,,DESI-061.6770-23.3205,DC,3,0,1.0,0.5975,,L18,,22.01,20.11,18.75,DECaLS
298,299,,DESI-061.6880-15.0482,REX,3,2,1.0,,0.561+/-0.293,shielded,,20.42,19.82,18.83,DECaLS
299,300,,DESI-062.2475-05.9982,DC,3,0,1.0,,0.607+/-0.034,L18,,21.14,19.59,18.27,DECaLS
300,301,,DESI-062.7834-22.9431,REX,3,0,0.93,0.5777,,shielded,d,22.73,20.89,19.67,DECaLS
301,302,,DESI-063.3879-16.8328,DC,3,0,0.87,,0.306+/-0.031,L18,,20.82,19.23,18.41,DECaLS
302,303,,DESI-063.6168-19.9192,DC,3,0,1.0,,0.571+/-0.022,L18,,21.07,19.42,18.15,DECaLS
303,304,,DESI-065.2568-21.6299,DC,3,0,1.0,,0.927+/-0.113,L18,,22.69,21.25,19.46,DECaLS
304,305,,DESI-065.3372-29.8915,DC,3,0,0.12,0.2015,,L18,,19.82,17.91,16.86,DECaLS
305,306,,DESI-065.5808-26.9514,DC,3,0,0.66,0.2886,,L18,,21.31,19.43,18.21,DECaLS
306,307,,DESI-066.2134-23.1960,DC,3,0,0.82,,0.854+/-0.072,L18,,22.58,21.18,19.5,DECaLS
307,308,,DESI-068.3176-41.0553,REX,3,0,0.99,0.5863,,L18,,21.7,20.69,19.59,DECaLS
308,309,,DESI-069.9349-04.6098,DC,3,0,0.98,,0.380+/-0.014,L18,,20.25,18.4,17.43,DECaLS
309,310,,DESI-071.2400-07.6007,DC,3,0,1.0,0.3535,,L18,,20.64,18.89,17.93,DECaLS
310,311,,DESI-071.5624-20.0285,DC,3,0,0.97,0.6646,,L18,d,20.44,18.56,17.59,DECaLS
311,312,,DESI-071.8657-02.8613,DC,3,0,0.78,0.4182,,shielded,,20.44,18.48,17.45,DECaLS
312,313,,DESI-072.0528-30.3308,DC,3,0,0.78,,0.765+/-0.020,L18,,21.82,19.74,17.95,DECaLS
313,314,,DESI-073.4865-21.3622,DC,3,0,0.27,,0.258+/-0.011,shielded,,19.31,17.84,17.02,DECaLS
314,315,,DESI-078.3580-21.4717,DC,3,0,0.96,,0.362+/-0.029,L18,,21.69,20.03,19.14,DECaLS
315,316,,DESI-087.1036-29.8510,REX,3,2,0.89,,0.838+/-0.106,shielded,,21.34,20.79,19.81,DECaLS
316,317,,DESI-089.6411-28.7418,DC,3,0,0.84,,0.447+/-0.042,shielded,,21.94,20.33,19.33,DECaLS
317,318,,DESI-091.2815-33.8949,REX,3,2,0.1,0.4724,,shielded,,21.32,20.38,19.38,DECaLS
318,319,,DESI-101.4601+48.5810,DC,3,0,0.56,,0.499+/-0.079,L18,,21.13,19.54,18.25,MzLS
319,320,,DESI-110.6705+52.2273,DC,3,0,0.83,,0.619+/-0.013,L18,,21.78,19.84,18.28,MzLS
320,321,,DESI-115.6174+16.6039,DC,3,0,0.28,0.2547,,L18,,23.14,21.13,19.25,DECaLS
321,322,,DESI-115.8731+50.8031,DC,3,0,0.99,0.6152,,L18,,22.63,20.76,18.72,MzLS
322,323,,DESI-116.9217+26.8160,REX,3,0,0.56,,0.285+/-0.096,shielded,,21.25,21.39,19.01,DECaLS
323,324,,DESI-121.8813+44.1801,DC,3,0,0.99,,0.415+/-0.028,L18,,20.87,19.11,18.05,MzLS
324,325,,DESI-122.9433+00.9701,DC,3,0,0.79,0.4485,,L18,,20.95,19.42,18.04,DECaLS
325,326,,DESI-128.8049+41.1131,DC,3,0,1.0,0.5163,,L18,,21.41,19.49,17.92,MzLS
326,327,,DESI-129.6057+30.2873,DC,3,0,0.95,,0.283+/-0.020,L18,,18.27,16.75,15.85,DECaLS
327,328,,DESI-130.7280-02.0271,DC,3,0,0.38,,0.422+/-0.027,L18,,20.52,18.75,17.82,DECaLS
328,329,,DESI-131.3340-00.9157,DC,3,0,0.88,,0.393+/-0.013,L18,"g, e",19.7,17.79,16.84,DECaLS
329,330,,DESI-132.6382+40.6196,REX,3,2,0.7,0.4135,,shielded,,21.78,20.26,19.3,MzLS
330,331,,DESI-133.3800+23.3652,DC,3,0,0.94,,0.284+/-0.042,L18,,18.9,17.64,16.86,DECaLS
331,332,,DESI-134.1503+23.8641,REX,3,0,0.19,0.4684,,shielded,,20.91,19.09,17.78,DECaLS
332,333,,DESI-136.4227+34.8998,DC,3,0,0.17,0.5114,,L18,,21.23,19.32,18.09,MzLS
333,334,,DESI-136.9765+00.9590,DC,3,0,0.39,,0.697+/-0.023,L18,e,22.84,20.61,18.97,DECaLS
334,335,,DESI-137.4367+22.4354,DC,3,0,0.49,0.6916,,shielded,,21.93,20.6,19.84,DECaLS
335,336,,DESI-138.0524+33.3767,DC,3,0,0.97,,0.807+/-0.041,L18,,22.91,20.98,19.05,MzLS
336,337,,DESI-139.8960+30.5323,DC,3,0,0.13,0.6412,,L18,,19.92,18.07,17.11,DECaLS
337,338,,DESI-147.7529+08.4157,DC,3,0,1.0,0.6992,,L18,,19.94,18.2,17.28,DECaLS
338,339,,DESI-151.9618+04.6107,DC,3,0,0.33,0.1548,,L18,,20.36,18.64,17.74,DECaLS
339,340,,DESI-154.4431-04.0841,DC,3,0,0.51,,0.257+/-0.008,shielded,,18.75,17.26,16.44,DECaLS
340,341,,DESI-157.4831-05.4213,DC,3,0,1.0,,0.772+/-0.102,L18,,21.99,20.72,19.15,DECaLS
341,342,,DESI-158.2306+75.3149,DC,3,0,0.82,,0.629+/-0.059,L18,,20.52,19.43,18.28,MzLS
342,343,,DESI-159.3007+04.5911,DC,3,0,1.0,,0.580+/-0.150,L18,,21.77,20.47,19.15,DECaLS
343,344,,DESI-159.7672-08.9316,DC,3,0,0.89,,0.397+/-0.031,L18,,20.1,18.48,17.62,DECaLS
344,345,,DESI-161.8206+27.9906,DC,3,0,1.0,,0.427+/-0.030,L18,,19.39,17.72,16.72,DECaLS
345,346,,DESI-162.2464+10.5049,DC,3,0,0.45,0.5238,,L18,,20.88,19.07,17.95,DECaLS
346,347,,DESI-162.6485+19.9352,DC,3,0,0.97,0.4127,,L18,,22.94,20.91,19.36,DECaLS
347,348,,DESI-166.1262-08.6326,DC,3,0,0.23,,0.292+/-0.054,L18,,19.76,18.54,17.7,DECaLS
348,349,,DESI-174.0622+41.0525,DC,3,0,0.29,,0.517+/-0.029,L18,,20.74,18.95,17.72,MzLS
349,350,,DESI-175.7970-01.6598,REX,3,2,0.96,0.288,,shielded,m,20.9,19.98,18.74,DECaLS
350,351,,DESI-176.2391+30.5580,DC,3,0,1.0,,0.795+/-0.066,L18,,21.79,20.63,19.16,DECaLS
351,352,,DESI-179.5944+72.4798,DC,3,0,0.98,,0.797+/-0.051,L18,,22.64,21.06,19.22,MzLS
352,353,,DESI-179.8536-05.1806,DC,3,0,0.97,,0.417+/-0.024,L18,,20.12,18.34,17.38,DECaLS
353,354,,DESI-180.7746+69.8060,DC,3,0,0.98,,0.416+/-0.024,L18,,20.17,18.41,17.42,MzLS
354,355,,DESI-181.0606+13.2918,DC,3,0,0.49,,0.971+/-0.227,shielded,,23.26,21.35,19.15,DECaLS
355,356,,DESI-181.5279+30.1133,REX,3,0,0.86,0.3189,,shielded,,19.8,18.12,17.25,DECaLS
356,357,,DESI-184.9201+44.8673,REX,3,0,0.41,,0.491+/-0.026,shielded,,20.89,19.16,18.07,MzLS
357,358,,DESI-184.9250+00.8409,DC,3,0,0.34,,0.309+/-0.025,L18,e,18.52,16.97,16.09,DECaLS
358,359,,DESI-185.0208+26.4909,DC,3,2,0.98,,0.710+/-0.019,L18,,22.63,20.54,18.88,DECaLS
359,360,,DESI-186.7661+28.0517,DC,3,0,0.59,,0.557+/-0.029,shielded,,22.17,20.33,19.1,DECaLS
360,361,,DESI-188.3339+14.1325,REX,3,0,0.86,,0.588+/-0.125,shielded,a,21.08,19.91,18.88,DECaLS
361,362,,DESI-189.5574+27.3029,DC,3,0,0.47,,0.348+/-0.024,shielded,,20.88,19.31,18.5,DECaLS
362,363,,DESI-190.4916+03.7894,REX,3,2,0.95,,0.416+/-0.021,shielded,e,22.28,20.46,19.56,DECaLS
363,364,,DESI-191.3160+19.0924,DC,3,0,0.12,,0.447+/-0.015,L18,,20.58,18.72,17.71,DECaLS
364,365,,DESI-192.0695+07.7162,REX,3,0,0.58,,0.576+/-0.022,shielded,,22.82,20.93,19.63,DECaLS
365,366,,DESI-200.0505-08.5058,DC,3,0,0.98,,0.611+/-0.036,L18,,21.21,19.72,18.45,DECaLS
366,367,,DESI-200.8958+06.1545,DC,3,0,0.31,,0.324+/-0.010,L18,,19.29,17.63,16.76,DECaLS
367,368,,DESI-202.9388+51.5753,DC,3,0,0.99,,0.282+/-0.020,L18,,19.06,17.57,16.75,MzLS
368,369,,DESI-203.8331-08.4487,DC,3,0,0.16,,0.486+/-0.078,L18,,21.23,19.89,18.88,DECaLS
