,Index,Image,Name,Tractor Type,Score,Score Diff,Probability,Spec,Photo-z,ResNet Model,Ref,g mag,r mag,z mag,Region
746,747,,DESI-054.4002-15.7893,REX,2,0,0.63,,0.410+/-0.075,shielded,,20.7,19.27,18.36,DECaLS
747,748,,DESI-054.4115-21.0294,DC,2.5,1,0.83,,0.782+/-0.050,shielded,,21.51,20.51,19.19,DECaLS
748,749,,DESI-054.6271-05.6708,DC,2,0,0.69,0.6146,,L18,,20.93,19.81,18.63,DECaLS
749,750,,DESI-054.6308-24.6332,DC,2,0,0.83,,0.582+/-0.021,L18,,22.79,20.85,19.51,DECaLS
750,751,,DESI-054.7432-28.2190,REX,2.5,1,0.35,,0.422+/-0.077,shielded,,21.69,20.06,19.18,DECaLS
751,752,,DESI-054.7788-12.2879,REX,2,0,0.92,0.3747,,shielded,,21.69,20.55,19.86,DECaLS
752,753,,DESI-054.8226-38.9498,REX,2,0,0.99,,0.715+/-0.044,shielded,,23.27,21.53,19.98,DECaLS
753,754,,DESI-055.0105-27.3081,DC,2.5,1,0.89,,0.761+/-0.066,L18,,23.71,21.25,19.24,DECaLS
754,755,,DESI-055.4130-13.4363,REX,2,0,0.78,,0.790+/-0.142,shielded,,21.78,20.74,19.34,DECaLS
755,756,,DESI-055.4365-31.6484,DC,2.5,1,0.92,,0.796+/-0.047,L18,,21.24,20.37,19.21,DECaLS
756,757,,DESI-055.6364-20.0025,DC,2,0,0.27,,0.650+/-0.049,L18,,21.77,20.24,18.85,DECaLS
757,758,,DESI-055.7686-10.8819,DC,2.5,1,0.23,,0.583+/-0.023,L18,,22.5,20.55,19.16,DECaLS
758,759,,DESI-055.8961-29.9218,DC,2,0,0.2,,0.409+/-0.054,L18,,22.09,20.43,19.42,DECaLS
759,760,,DESI-056.3743-33.2010,REX,2,2,0.49,,0.879+/-0.102,shielded,,21.52,20.51,19.14,DECaLS
760,761,,DESI-056.4484-30.3933,DC,2.5,1,0.87,,0.455+/-0.049,L18,,20.16,18.47,17.37,DECaLS
761,762,,DESI-056.5384-26.4042,DC,2,0,0.88,,0.601+/-0.053,L18,,21.89,20.41,19.26,DECaLS
762,763,,DESI-056.5861-09.6696,REX,2,2,0.9,,0.699+/-0.045,shielded,,21.52,20.33,19.11,DECaLS
763,764,,DESI-056.6788-09.2313,DC,2.5,1,0.99,,0.427+/-0.021,L18,,20.17,18.31,17.27,DECaLS
764,765,,DESI-056.8707-25.7853,DC,2,0,0.12,,0.611+/-0.028,L18,,21.62,19.93,18.57,DECaLS
765,766,,DESI-056.8839-20.4636,DC,2,0,0.39,,0.298+/-0.010,L18,,19.15,17.53,16.66,DECaLS
766,767,,DESI-057.0469-25.5083,REX,2,0,0.13,,0.654+/-0.075,shielded,,21.17,20.15,19.28,DECaLS
767,768,,DESI-057.2082-22.3314,DC,2,0,0.87,,0.499+/-0.031,L18,,22.15,20.33,19.26,DECaLS
768,769,,DESI-057.3298-26.9437,DC,2,0,0.4,,0.690+/-0.127,L18,,22.25,20.91,19.68,DECaLS
769,770,,DESI-057.4192-19.9070,REX,2,0,0.29,,0.824+/-0.127,shielded,,21.95,21.16,19.75,DECaLS
770,771,,DESI-057.7531-19.8013,DC,2.5,1,0.32,,0.681+/-0.030,L18,,22.24,20.33,18.7,DECaLS
771,772,,DESI-057.8307-15.1796,DC,2,0,0.46,,0.455+/-0.022,L18,,21.63,19.83,18.81,DECaLS
772,773,,DESI-057.9593-22.2418,REX,2,0,0.97,,0.753+/-0.050,shielded,,21.45,20.21,18.85,DECaLS
773,774,,DESI-058.1777-19.3799,DC,2.5,1,0.95,,0.631+/-0.040,L18,,22.6,20.98,19.63,DECaLS
774,775,,DESI-058.3477-30.5941,REX,2.5,1,0.51,,0.867+/-0.056,shielded,,21.71,20.99,19.72,DECaLS
775,776,,DESI-058.3547-02.8941,DC,2,0,0.82,,0.483+/-0.027,L18,,21.45,19.61,18.46,DECaLS
776,777,,DESI-059.9626-26.5819,DC,2.5,1,0.36,,0.276+/-0.030,shielded,,20.71,19.32,18.44,DECaLS
777,778,,DESI-060.0000-27.7231,DC,2,0,0.7,,0.700+/-0.052,shielded,,22.56,20.86,19.31,DECaLS
778,779,,DESI-060.1170-15.1166,DC,2.5,1,0.12,,0.355+/-0.033,L18,,21.14,19.57,18.7,DECaLS
779,780,,DESI-060.5532-27.5316,REX,2,0,0.17,,0.454+/-0.077,shielded,,21.29,19.67,18.53,DECaLS
780,781,,DESI-060.5576-32.2606,DC,2,0,0.24,,0.912+/-0.063,L18,,23.31,21.57,19.57,DECaLS
781,782,,DESI-060.6043-22.0993,DC,2.5,1,0.15,,0.804+/-0.063,L18,,22.84,21.37,19.72,DECaLS
782,783,,DESI-060.7510-18.9797,DC,2,0,0.14,,0.238+/-0.013,L18,,19.53,18.11,17.34,DECaLS
783,784,,DESI-060.7611-18.5019,DC,2,0,0.97,,0.731+/-0.097,L18,,23.76,21.19,19.12,DECaLS
784,785,,DESI-061.0473-16.8863,DC,2,0,0.21,,0.649+/-0.030,L18,,21.31,19.92,18.64,DECaLS
785,786,,DESI-061.1937-08.7636,DC,2.5,1,0.48,,0.466+/-0.150,L18,,22.35,20.6,19.65,DECaLS
786,787,,DESI-061.3000-15.6132,DC,2.5,1,0.99,,0.426+/-0.026,L18,,21.54,19.71,18.69,DECaLS
787,788,,DESI-061.3613-25.6735,DC,2.5,1,0.96,,0.280+/-0.010,L18,,19.36,17.81,16.96,DECaLS
788,789,,DESI-061.5534-22.9034,DC,2.5,1,0.69,,0.802+/-0.021,shielded,,22.99,20.93,19.02,DECaLS
789,790,,DESI-061.6860-14.6132,DC,2.5,1,0.12,,0.437+/-0.014,L18,,21.07,19.23,18.25,DECaLS
790,791,,DESI-061.9786-31.8631,DC,2,2,0.81,,0.953+/-0.087,L18,,22.66,21.3,19.45,DECaLS
791,792,,DESI-062.2880-32.0960,DC,2.5,1,0.83,,0.385+/-0.021,L18,,22.21,20.51,19.68,DECaLS
792,793,,DESI-062.3942-31.5637,DC,2,0,0.23,,0.869+/-0.041,L18,,23.79,21.7,19.77,DECaLS
793,794,,DESI-062.4692-32.1910,DC,2,0,0.29,,0.614+/-0.023,L18,,21.95,20.15,18.75,DECaLS
794,795,,DESI-062.5854-03.6132,DC,2.5,1,0.6,,0.696+/-0.049,shielded,,21.42,19.56,17.91,DECaLS
795,796,,DESI-062.6288-14.8934,DC,2.5,1,0.99,,0.568+/-0.044,L18,a,21.32,19.79,18.64,DECaLS
796,797,,DESI-062.6611-19.4171,DC,2.5,1,0.91,,0.556+/-0.090,L18,,21.29,19.84,18.59,DECaLS
797,798,,DESI-063.2031-01.8160,DC,2.5,1,0.8,,0.296+/-0.021,L18,,19.44,17.73,16.7,DECaLS
798,799,,DESI-063.2873-35.0175,REX,2,2,0.14,,0.769+/-0.033,L18,,22.07,20.87,19.46,DECaLS
799,800,,DESI-063.4434-29.6321,DC,2,0,0.44,,0.873+/-0.080,L18,,24.12,21.77,19.82,DECaLS
800,801,,DESI-064.0540-30.3893,REX,2.5,1,1.0,,0.627+/-0.060,L18,,21.08,19.82,18.65,DECaLS
801,802,,DESI-064.1560-20.0800,DC,2,0,0.79,,0.404+/-0.052,L18,,21.06,19.52,18.6,DECaLS
802,803,,DESI-064.5125-19.1295,DC,2,0,0.81,,0.476+/-0.022,L18,,22.09,20.12,19.0,DECaLS
803,804,,DESI-064.5883-31.2553,DC,2.5,1,0.99,,0.514+/-0.019,L18,,20.76,19.08,17.94,DECaLS
804,805,,DESI-064.6062-24.9971,DC,2,0,0.11,,0.324+/-0.051,L18,,21.07,19.74,18.92,DECaLS
805,806,,DESI-064.8599-09.5649,DC,2,0,0.61,,0.574+/-0.032,L18,,22.43,20.51,19.13,DECaLS
806,807,,DESI-064.8752-37.1532,REX,2,0,0.15,,0.366+/-0.041,shielded,,20.53,19.36,18.67,DECaLS
807,808,,DESI-065.1328-21.1219,DC,2,0,0.3,,0.694+/-0.027,shielded,,23.56,21.56,19.99,DECaLS
808,809,,DESI-065.2204-24.1023,DC,2.5,1,0.25,,0.592+/-0.094,L18,,22.33,20.71,19.44,DECaLS
809,810,,DESI-065.2768-20.9997,DC,2,0,0.67,,0.812+/-0.046,L18,,22.72,21.23,19.51,DECaLS
810,811,,DESI-065.4182-22.9294,DC,2,0,0.16,,0.620+/-0.030,L18,,21.37,19.88,18.6,DECaLS
811,812,,DESI-065.4574-11.0477,DC,2.5,1,0.96,,0.576+/-0.032,L18,,21.57,19.85,18.62,DECaLS
812,813,,DESI-065.5424-29.0529,REX,2,0,0.14,,0.505+/-0.168,shielded,,20.57,19.53,18.67,DECaLS
813,814,,DESI-065.5591-28.8002,DC,2.5,1,0.19,,0.416+/-0.051,L18,,21.41,19.5,18.38,DECaLS
814,815,,DESI-065.6339-26.1299,DC,2.5,1,0.11,,0.773+/-0.016,L18,,22.41,20.44,18.58,DECaLS
815,816,,DESI-065.7967-01.3515,DC,2.5,1,0.37,,0.387+/-0.021,L18,,20.3,18.46,17.4,DECaLS
816,817,,DESI-065.8473-03.3572,DC,2,2,0.88,,0.603+/-0.008,L18,,21.52,19.61,18.14,DECaLS
817,818,,DESI-066.5255-13.2436,DC,2,0,1.0,,0.749+/-0.054,L18,,21.93,20.52,19.06,DECaLS
818,819,,DESI-067.6651-25.8495,DC,2.5,1,0.93,,0.596+/-0.101,L18,,21.38,20.19,19.21,DECaLS
819,820,,DESI-067.8196-31.4630,DC,2.5,1,0.3,,0.489+/-0.057,L18,,22.71,20.91,19.88,DECaLS
820,821,,DESI-068.1022-20.0038,DC,2.5,1,1.0,,0.555+/-0.009,L18,,21.49,19.63,18.34,DECaLS
821,822,,DESI-068.8475-22.0006,REX,2.5,1,0.45,,0.712+/-0.047,shielded,,21.4,20.48,19.57,DECaLS
822,823,,DESI-068.9055-25.3337,DC,2.5,1,0.81,,0.544+/-0.053,L18,a,20.98,19.33,18.08,DECaLS
823,824,,DESI-068.9980-21.6384,DC,2,0,0.11,,0.517+/-0.035,L18,,20.94,19.46,18.43,DECaLS
824,825,,DESI-069.3619-23.0974,DC,2,0,0.13,,0.384+/-0.027,L18,,21.56,19.83,18.91,DECaLS
825,826,,DESI-069.5641-32.3475,DC,2.5,1,0.97,,0.506+/-0.017,L18,,20.78,18.99,17.84,DECaLS
826,827,,DESI-069.6110-27.1239,DC,2.5,1,0.83,,0.757+/-0.031,shielded,,23.47,21.31,19.52,DECaLS
827,828,,DESI-069.6660-28.5525,DC,2,0,0.71,,0.592+/-0.024,L18,,20.99,19.51,18.3,DECaLS
828,829,,DESI-070.0841-06.3394,DC,2.5,1,0.14,0.1599,,L18,,18.69,17.38,16.51,DECaLS
829,830,,DESI-070.1117-24.5699,DC,2.5,1,0.25,,0.672+/-0.221,shielded,,23.25,21.14,19.4,DECaLS
830,831,,DESI-070.2650-27.0995,REX,2,0,0.13,,0.389+/-0.127,shielded,,19.55,17.94,17.05,DECaLS
831,832,,DESI-070.8793-32.1335,DC,2.5,1,0.28,,0.317+/-0.068,L18,,19.87,18.57,17.75,DECaLS
832,833,,DESI-071.3350-22.0787,DC,2,0,0.97,,0.434+/-0.026,L18,,19.55,17.72,16.66,DECaLS
833,834,,DESI-071.5515-28.6470,REX,2.5,1,0.2,,0.810+/-0.120,shielded,,22.19,21.25,19.96,DECaLS
834,835,,DESI-071.9694-29.1854,DC,2,0,0.9,,0.552+/-0.059,L18,,20.81,19.46,18.4,DECaLS
835,836,,DESI-072.0873-19.4173,DC,2.5,1,0.5,,1.021+/-0.061,L18,,23.38,21.4,19.22,DECaLS
836,837,,DESI-072.1089-29.1347,DC,2,0,0.28,,0.341+/-0.059,L18,,20.89,19.35,18.56,DECaLS
837,838,,DESI-072.1777-05.0516,DC,2.5,1,0.22,0.2951,,L18,,19.83,18.25,17.42,DECaLS
838,839,,DESI-072.8336-18.7814,DC,2.5,1,0.43,,0.601+/-0.032,L18,,22.14,20.4,19.04,DECaLS
839,840,,DESI-072.8845-01.0118,DC,2.5,1,0.88,0.6166,,L18,,21.28,20.23,19.11,DECaLS
840,841,,DESI-072.9124-08.0276,DC,2,0,0.29,,0.720+/-0.070,shielded,,21.98,20.68,19.24,DECaLS
841,842,,DESI-073.5270-24.5988,DC,2,0,0.72,,0.793+/-0.057,shielded,,22.77,21.39,19.78,DECaLS
842,843,,DESI-073.6913-29.8156,DC,2,0,0.22,,0.690+/-0.026,L18,,22.41,20.34,18.72,DECaLS
843,844,,DESI-074.2036-00.8212,DC,2.5,1,0.49,0.6326,,L18,,23.45,21.61,19.63,DECaLS
844,845,,DESI-074.3280-04.4293,DC,2,0,1.0,0.7333,,L18,,21.99,20.57,19.1,DECaLS
845,846,,DESI-074.4224-18.7934,DC,2,0,0.48,,0.671+/-0.030,shielded,,22.73,20.83,19.26,DECaLS
846,847,,DESI-074.4853-23.1579,DC,2,0,0.34,,0.549+/-0.031,L18,,21.79,19.97,18.71,DECaLS
847,848,,DESI-074.6542-27.1065,DC,2,0,0.52,,0.558+/-0.024,L18,,21.77,19.99,18.72,DECaLS
848,849,,DESI-075.3911-03.2937,DC,2,0,0.25,,0.770+/-0.065,L18,,22.4,21.01,19.38,DECaLS
849,850,,DESI-075.4100-18.6007,DC,2,0,0.58,,0.279+/-0.011,L18,,20.03,18.49,17.67,DECaLS
850,851,,DESI-075.5665-31.0876,DC,2,0,0.92,,0.765+/-0.023,L18,,22.73,20.66,18.87,DECaLS
851,852,,DESI-075.9545-26.6809,REX,2,0,0.1,,0.650+/-0.050,L18,,21.22,20.12,19.13,DECaLS
852,853,,DESI-076.3503-24.3444,DC,2,0,0.58,,0.781+/-0.101,shielded,,21.28,20.24,18.77,DECaLS
853,854,,DESI-076.4074-36.0651,REX,2.5,1,0.54,,0.590+/-0.059,shielded,,20.92,19.86,18.93,DECaLS
854,855,,DESI-076.7517-25.6907,REX,2,0,0.61,,0.624+/-0.030,shielded,,20.84,19.62,18.55,DECaLS
855,856,,DESI-077.2638-21.5958,DC,2.5,1,0.35,,0.637+/-0.012,L18,,21.81,19.87,18.35,DECaLS
856,857,,DESI-077.3886-30.6005,DC,2,0,0.77,,0.626+/-0.158,shielded,,21.16,20.3,19.42,DECaLS
857,858,,DESI-077.6960-26.5395,DC,2.5,1,0.81,,0.726+/-0.054,L18,,22.39,20.95,19.52,DECaLS
858,859,,DESI-077.7769-51.1904,REX,2.5,1,0.32,,0.305+/-0.075,shielded,,20.93,19.21,18.12,DECaLS
859,860,,DESI-078.4202-28.2351,DC,2,0,0.41,,0.713+/-0.045,L18,,21.78,20.36,18.92,DECaLS
860,861,,DESI-079.4502-23.2598,DC,2,0,0.6,,0.521+/-0.050,L18,,21.48,19.91,18.77,DECaLS
861,862,,DESI-079.7106-32.3011,DC,2.5,1,0.12,,0.545+/-0.010,L18,,21.14,19.28,18.05,DECaLS
862,863,,DESI-080.2860-18.3170,DC,2.5,1,0.63,,0.803+/-0.034,L18,,23.38,21.57,19.72,DECaLS
863,864,,DESI-080.6361-24.9674,DC,2,0,0.41,,0.525+/-0.012,L18,,21.07,19.13,17.91,DECaLS
864,865,,DESI-080.6724-24.0688,DC,2,0,0.37,,0.446+/-0.012,L18,,21.06,19.17,18.14,DECaLS
865,866,,DESI-080.9091-21.0160,DC,2,0,0.84,,0.758+/-0.014,L18,,22.96,20.93,19.09,DECaLS
866,867,,DESI-081.2511-26.2779,DC,2,0,0.97,,0.753+/-0.020,L18,,22.27,20.31,18.54,DECaLS
867,868,,DESI-081.5917-27.3214,REX,2.5,1,0.21,,0.634+/-0.154,L18,,20.77,19.89,18.92,DECaLS
868,869,,DESI-082.4980-19.9199,DC,2.5,1,0.55,,0.544+/-0.025,L18,,21.37,19.56,18.26,DECaLS
869,870,,DESI-083.1991-29.3017,REX,2,0,0.65,,0.675+/-0.027,L18,,21.38,20.3,19.28,DECaLS
870,871,,DESI-083.4490-22.2658,DC,2.5,1,0.98,,0.731+/-0.016,L18,,22.36,20.34,18.6,DECaLS
871,872,,DESI-083.7580-31.1953,REX,2,0,0.74,,0.822+/-0.094,shielded,,21.97,21.1,19.71,DECaLS
872,873,,DESI-083.9416-27.0088,DC,2.5,1,1.0,,0.541+/-0.013,L18,,21.09,19.25,18.0,DECaLS
873,874,,DESI-084.2051-21.8332,REX,2,0,0.93,,0.307+/-0.074,shielded,,20.68,19.64,18.8,DECaLS
874,875,,DESI-084.7962-28.0211,DC,2,0,0.2,,0.994+/-0.027,L18,,23.78,21.81,19.61,DECaLS
875,876,,DESI-085.5750-21.8217,DC,2,0,0.87,,0.549+/-0.029,L18,,21.24,19.46,18.26,DECaLS
876,877,,DESI-085.7339-31.4431,DC,2.5,1,0.92,,0.508+/-0.039,L18,,21.7,19.81,18.62,DECaLS
877,878,,DESI-086.5017-24.7015,REX,2,0,0.98,,0.760+/-0.034,shielded,,22.13,20.96,19.68,DECaLS
878,879,,DESI-086.5815-27.7223,DC,2,0,0.51,,0.830+/-0.054,L18,,21.82,20.48,18.87,DECaLS
879,880,,DESI-086.8986-28.1308,DC,2.5,1,0.12,,0.348+/-0.014,L18,,19.91,18.15,17.23,DECaLS
880,881,,DESI-087.1209-25.5251,DC,2,0,0.9,,0.319+/-0.028,L18,,20.2,18.67,17.84,DECaLS
881,882,,DESI-087.2700-23.9175,DC,2,0,0.98,,0.514+/-0.040,L18,,21.8,19.96,18.84,DECaLS
882,883,,DESI-087.4139-30.4661,DC,2.5,1,0.74,,0.467+/-0.038,L18,,21.59,20.01,19.01,DECaLS
883,884,,DESI-087.9078-25.1400,DC,2.5,1,1.0,,0.724+/-0.066,L18,,21.48,20.32,19.11,DECaLS
884,885,,DESI-088.3590-23.0945,REX,2.5,1,0.28,,0.567+/-0.299,shielded,,21.75,20.69,19.74,DECaLS
885,886,,DESI-088.5024-29.7013,DC,2,0,0.96,,0.603+/-0.026,L18,,22.71,20.79,19.4,DECaLS
886,887,,DESI-088.6111-44.9258,REX,2,0,0.44,,0.339+/-0.063,shielded,,21.15,19.91,19.14,DECaLS
887,888,,DESI-089.5700-30.9485,DC,2.5,1,0.72,,0.711+/-0.046,L18,,22.95,21.21,19.6,DECaLS
888,889,,DESI-089.6163-27.0385,REX,2,0,0.98,,0.727+/-0.044,shielded,,21.58,20.28,18.93,DECaLS
889,890,,DESI-090.4566-39.9871,REX,2,0,0.8,,0.464+/-0.026,shielded,,22.5,20.66,19.64,DECaLS
890,891,,DESI-095.7736+58.8572,DC,2.5,1,0.98,,0.610+/-0.029,L18,,22.01,20.23,18.76,MzLS
891,892,,DESI-103.0258+33.1167,DC,2.5,1,0.24,,0.264+/-0.029,L18,,19.12,17.65,16.75,MzLS
892,893,,DESI-104.3289+45.1488,DC,2,0,0.26,,0.274+/-0.189,L18,,22.03,21.03,19.93,MzLS
893,894,,DESI-104.3594+32.5562,DC,2,0,0.64,,0.556+/-0.023,L18,,20.89,19.44,18.27,MzLS
894,895,,DESI-106.9992+50.2149,DC,2,0,0.17,,0.629+/-0.027,L18,,22.68,20.78,19.24,MzLS
895,896,,DESI-107.9747+28.3465,DC,2,0,0.91,,0.697+/-0.095,L18,,21.34,20.06,18.7,DECaLS
896,897,,DESI-109.4348+42.7031,DC,2.5,1,0.17,,0.227+/-0.014,L18,,18.54,17.05,16.11,MzLS
897,898,,DESI-112.0041+47.9631,DC,2,0,0.17,,0.703+/-0.039,L18,,23.3,21.53,19.84,MzLS
898,899,,DESI-112.0551+31.6799,DC,2,0,0.63,0.6745,,L18,,21.3,19.93,18.61,DECaLS
899,900,,DESI-112.1758+38.2037,DC,2,0,0.55,0.5956,,L18,,23.43,21.21,19.74,MzLS
900,901,,DESI-112.6173+38.3732,DC,2,0,0.81,0.5263,,L18,,20.8,19.16,18.1,MzLS
901,902,,DESI-113.2568+51.5755,DC,2,0,0.93,,0.360+/-0.042,L18,,20.04,18.49,17.54,MzLS
902,903,,DESI-113.5048+34.7261,REX,2,0,0.16,0.6162,,shielded,,21.28,20.08,19.22,MzLS
903,904,,DESI-114.0195+21.3041,DC,2,0,0.97,0.4533,,L18,,19.83,18.11,17.08,DECaLS
904,905,,DESI-115.4473+34.9407,DC,2,0,1.0,0.5287,,L18,,21.51,20.24,18.75,MzLS
905,906,,DESI-116.4388+09.6096,DC,2.5,1,0.39,0.5022,,L18,,21.72,20.15,19.14,DECaLS
906,907,,DESI-117.2449+53.7774,DC,2,0,0.8,,0.601+/-0.043,L18,,20.95,19.62,18.4,MzLS
907,908,,DESI-117.7803+11.1984,DC,2,0,0.24,0.3592,,L18,,20.11,18.46,17.56,DECaLS
908,909,,DESI-118.2474+52.6265,DC,2,0,0.13,0.8186,,L18,,22.14,20.81,19.14,MzLS
909,910,,DESI-118.3583+10.5130,DC,2,0,0.6,0.5655,,L18,,21.3,20.19,19.07,DECaLS
910,911,,DESI-118.4567+25.8080,DC,2,0,0.33,0.5024,,L18,,22.21,20.44,19.12,DECaLS
911,912,,DESI-118.7209+31.4647,REX,2.5,1,0.29,0.6156,,L18,,21.97,20.29,19.04,DECaLS
912,913,,DESI-118.7654+12.3763,DC,2,0,0.97,0.6674,,L18,,21.77,20.44,18.91,DECaLS
913,914,,DESI-119.0587+30.2350,DC,2.5,1,1.0,0.3813,,L18,,21.22,19.39,18.38,DECaLS
914,915,,DESI-119.3016+24.1528,DC,2.5,1,0.12,0.5161,,L18,,20.27,18.52,17.26,DECaLS
915,916,,DESI-119.5865+12.3470,DC,2.5,1,0.4,0.5794,,L18,,21.09,19.66,18.29,DECaLS
916,917,,DESI-120.0515+43.4978,DC,2.5,1,0.55,,0.989+/-0.086,L18,,23.33,21.87,19.95,MzLS
917,918,,DESI-120.3991+54.8115,DC,2.5,1,1.0,0.5286,,L18,,20.76,19.14,17.83,MzLS
918,919,,DESI-120.8544+37.7610,DC,2,0,0.27,0.7049,,L18,,22.05,20.66,19.28,MzLS
919,920,,DESI-121.6990+77.2344,DC,2.5,1,0.94,,0.738+/-0.139,L18,,25.4,21.43,19.7,MzLS
920,921,,DESI-122.5113+33.7794,DC,2.5,1,1.0,0.3136,,L18,,21.55,19.92,18.87,MzLS
921,922,,DESI-122.5445-01.9522,DC,2,2,0.6,0.6349,,L18,,22.83,21.16,19.06,DECaLS
922,923,,DESI-122.8280+00.5908,DC,2.5,1,0.91,0.3799,,L18,,19.6,17.89,16.98,DECaLS
923,924,,DESI-122.8819+41.6140,DC,2,0,0.59,0.2815,,L18,,19.94,18.48,17.51,MzLS
924,925,,DESI-123.5420+11.5365,REX,2,0,0.38,0.1198,,L18,,18.41,17.85,17.34,DECaLS
925,926,,DESI-123.6121+27.3335,DC,2,0,0.98,0.3383,,L18,,19.32,17.86,17.05,DECaLS
926,927,,DESI-124.3100+74.1113,DC,2,0,0.88,,0.859+/-0.072,L18,,21.48,20.61,18.89,MzLS
927,928,,DESI-124.8181+31.4990,DC,2,0,1.0,0.5819,,L18,,21.18,19.35,17.91,DECaLS
928,929,,DESI-124.9193+19.2529,DC,2,0,0.78,0.606,,L18,,20.7,19.38,17.93,DECaLS
929,930,,DESI-125.3638+69.4352,REX,2,0,0.11,,0.349+/-0.042,shielded,,22.13,20.44,19.5,MzLS
930,931,,DESI-125.6310+75.0251,DC,2,0,0.12,,0.366+/-0.027,L18,,20.62,19.0,18.1,MzLS
931,932,,DESI-125.9350+04.6293,DC,2,0,0.1,0.6567,,L18,,23.46,21.36,19.39,DECaLS
932,933,,DESI-126.0500+04.7936,DC,2.5,1,0.93,0.3896,,L18,,21.69,20.53,19.2,DECaLS
933,934,,DESI-128.1456+11.5864,DC,2,0,0.97,0.6133,,L18,,21.56,20.29,18.67,DECaLS
934,935,,DESI-129.9505+30.6284,DC,2.5,1,0.35,0.6653,,L18,,22.69,20.87,19.07,DECaLS
935,936,,DESI-130.0214+11.8118,DC,2.5,1,0.43,0.4064,,L18,,21.77,19.95,18.89,DECaLS
936,937,,DESI-130.5312+27.2618,DC,2,0,0.16,0.4179,,L18,,21.23,19.36,18.19,DECaLS
937,938,,DESI-130.6033+10.4171,REX,2,0,0.45,0.4848,,shielded,,21.43,20.04,19.04,DECaLS
938,939,,DESI-131.5647+51.9315,DC,2.5,1,0.1,,0.646+/-0.163,L18,,22.6,20.83,19.14,MzLS
939,940,,DESI-131.9068+13.5143,DC,2,0,0.9,0.4707,,L18,,20.78,18.85,17.7,DECaLS
940,941,,DESI-132.2802+22.0446,DC,2,0,0.86,0.2895,,L18,,19.78,18.09,17.1,DECaLS
941,942,,DESI-132.8111+24.4868,DC,2,0,0.4,0.6765,,L18,,22.54,21.18,19.69,DECaLS
942,943,,DESI-133.1155+26.4614,DC,2,0,0.49,0.5363,,L18,,21.37,20.02,18.72,DECaLS
943,944,,DESI-134.3978+21.5059,REX,2,0,0.12,0.2608,,shielded,,19.15,17.86,16.98,DECaLS
944,945,,DESI-134.8207+06.2549,DC,2.5,1,1.0,0.2479,,L18,,21.82,20.43,19.22,DECaLS
945,946,,DESI-136.0956+45.0733,DC,2.5,1,0.99,0.2974,,L18,,19.32,17.69,16.82,MzLS
946,947,,DESI-136.8675+42.5504,REX,2.5,1,0.95,0.2413,,shielded,a,19.69,18.57,17.5,MzLS
947,948,,DESI-137.0261+01.3321,DC,2.5,1,0.3,0.6752,,L18,e,22.07,20.06,18.47,DECaLS
948,949,,DESI-137.1509+54.2055,DC,2,0,0.99,,0.715+/-0.076,L18,,22.66,21.16,19.68,MzLS
949,950,,DESI-137.4500+07.3521,DC,2.5,1,1.0,0.6459,,L18,,21.74,19.85,18.27,DECaLS
950,951,,DESI-137.9498+28.4536,DC,2.5,1,1.0,0.5653,,L18,,22.42,20.67,18.94,DECaLS
951,952,,DESI-138.5115+16.5394,DC,2,0,0.12,0.8691,,L18,,21.82,20.31,18.83,DECaLS
952,953,,DESI-139.3411+62.4459,DC,2.5,1,0.47,0.406,,L18,,22.07,20.22,18.97,MzLS
953,954,,DESI-139.4885+64.4473,DC,2,0,0.91,0.5243,,L18,,21.87,19.96,18.67,MzLS
954,955,,DESI-140.1299+02.7830,DC,2,0,0.2,0.2527,,L18,e,19.85,18.29,17.4,DECaLS
955,956,,DESI-141.5275+07.8090,DC,2,0,0.96,0.5715,,L18,,22.25,20.4,18.96,DECaLS
956,957,,DESI-141.8108+73.2823,DC,2,0,0.22,,0.392+/-0.032,L18,,20.79,19.12,18.27,MzLS
957,958,,DESI-142.7762+17.7152,REX,2,0,0.14,0.5243,,shielded,,21.22,20.04,18.99,DECaLS
958,959,,DESI-143.7713+18.2787,DC,2,0,0.19,,0.921+/-0.073,L18,,23.61,21.62,19.58,DECaLS
959,960,,DESI-144.0261+12.8391,DC,2,0,0.68,0.2845,,shielded,,20.63,19.48,18.74,DECaLS
960,961,,DESI-144.7849+00.6228,DC,2,0,0.14,0.4395,,L18,,21.87,20.68,18.96,DECaLS
961,962,,DESI-145.1485+13.1356,DC,2.5,1,0.82,0.4702,,L18,,21.74,20.22,19.2,DECaLS
962,963,,DESI-145.2603+38.7152,REX,2.5,1,0.91,0.6208,,L18,,21.37,20.43,19.36,MzLS
963,964,,DESI-146.0028-01.8290,DC,2,0,0.32,0.5804,,L18,m,22.65,20.86,19.12,DECaLS
964,965,,DESI-146.0983-08.1021,DC,2,0,0.94,,0.989+/-0.089,L18,,22.48,21.54,19.76,DECaLS
965,966,,DESI-146.2199+40.2997,DC,2.5,1,0.99,0.4601,,L18,,21.34,19.53,18.34,MzLS
966,967,,DESI-146.5442+13.9284,DC,2,0,0.8,0.504,,L18,,21.56,20.3,19.57,DECaLS
967,968,,DESI-146.6840+19.4528,DC,2.5,1,0.1,0.4963,,L18,,22.06,20.35,18.94,DECaLS
968,969,,DESI-147.1576-02.5598,REX,2.5,1,1.0,0.6511,,shielded,a,21.29,20.14,18.77,DECaLS
