name,RA,DEC,grade,score,resnet_model,region,probability,tractor_type,spec_z,photo_z
DESI-158.1287+46.3340,158.1287,46.334,C,2.5,l18,MzLS,0.62,DC,0.6389,nan
DESI-158.1868+08.6779,158.1868,8.6779,C,2.0,l18,DECaLS,0.11,DC,0.693,nan
DESI-158.2260+39.8507,158.226,39.8507,C,2.5,l18,MzLS,0.11,DC,0.4079,nan
DESI-159.1096+12.9958,159.1096,12.9958,C,2.0,shielded,DECaLS,0.4,REX,0.3015,nan
DESI-160.0017+56.5219,160.0017,56.5219,C,2.0,shielded,MzLS,0.16,REX,0.2363,nan
DESI-160.0232+01.9838,160.0232,1.9838,C,2.0,l18,DECaLS,0.81,DC,0.3753,nan
DESI-160.1817+44.8942,160.1817,44.8942,C,2.0,shielded,MzLS,0.53,DC,0.5807,nan
DESI-160.5973+00.2559,160.5973,0.2559,C,2.5,l18,DECaLS,0.91,DC,0.5598,nan
DESI-160.6171+32.9365,160.6171,32.9365,C,2.5,l18,MzLS,0.45,DC,0.5335,nan
DESI-160.7046+62.6611,160.7046,62.6611,C,2.0,l18,MzLS,0.99,DC,0.3573,nan
DESI-160.7978+37.3601,160.7978,37.3601,C,2.0,l18,MzLS,0.93,DC,0.5615,nan
DESI-161.5784+46.2302,161.5784,46.2302,C,2.0,l18,MzLS,0.21,DC,0.5755,nan
DESI-161.8519-03.2118,161.8519,-3.2118,C,2.0,shielded,DECaLS,0.14,REX,0.3404,nan
DESI-161.8653+23.9568,161.8653,23.9568,C,2.5,l18,DECaLS,1.0,DC,0.5448,nan
DESI-162.0174+31.6472,162.0174,31.6472,C,2.5,l18,DECaLS,1.0,DC,0.5825,nan
DESI-162.5961+20.0916,162.5961,20.0916,C,2.5,shielded,DECaLS,0.73,REX,0.4948,nan
DESI-162.7849-07.1816,162.7849,-7.1816,C,2.5,l18,DECaLS,0.26,DC,,0.327+/-0.038
DESI-163.3484+09.6864,163.3484,9.6864,C,2.0,shielded,DECaLS,0.34,REX,0.5301,nan
DESI-163.5448+05.8739,163.5448,5.8739,C,2.0,l18,DECaLS,0.31,DC,0.4434,nan
DESI-163.7019+27.5697,163.7019,27.5697,C,2.5,l18,DECaLS,1.0,DC,0.527,nan
DESI-164.0099+22.8302,164.0099,22.8302,C,2.0,shielded,DECaLS,0.13,REX,0.5996,nan
DESI-164.1866+16.3070,164.1866,16.307,C,2.5,l18,DECaLS,1.0,DC,0.2531,nan
DESI-164.3198-08.2676,164.3198,-8.2676,C,2.5,l18,DECaLS,1.0,DC,,0.335+/-0.024
DESI-165.0321+10.9706,165.0321,10.9706,C,2.0,shielded,DECaLS,0.23,REX,0.6193,nan
DESI-165.1459+23.2635,165.1459,23.2635,C,2.0,l18,DECaLS,0.15,DC,0.4366,nan
DESI-165.2130-00.8810,165.213,-0.881,C,2.0,shielded,DECaLS,0.81,REX,0.4508,nan
DESI-165.2322+64.9414,165.2322,64.9414,C,2.0,l18,MzLS,0.41,DC,,0.567+/-0.033
DESI-165.2764+20.4527,165.2764,20.4527,C,2.0,l18,DECaLS,0.51,DC,0.291,nan
DESI-165.4754-06.0423,165.4754,-6.0423,C,2.5,l18,DECaLS,1.0,DC,,0.402+/-0.069
DESI-165.7828-00.6598,165.7828,-0.6598,C,2.5,l18,DECaLS,0.18,DC,0.4963,nan
DESI-166.7196+07.6232,166.7196,7.6232,C,2.0,l18,DECaLS,0.14,DC,0.2991,nan
DESI-167.2393+37.8604,167.2393,37.8604,C,2.0,l18,MzLS,0.94,DC,0.2053,nan
DESI-167.7733+26.7798,167.7733,26.7798,C,2.0,l18,DECaLS,0.51,DC,0.2765,nan
DESI-168.5731+08.7634,168.5731,8.7634,C,2.0,shielded,DECaLS,0.83,REX,0.7123,nan
DESI-168.9620+57.8315,168.962,57.8315,C,2.0,l18,MzLS,1.0,DC,0.4893,nan
DESI-169.1444+19.0986,169.1444,19.0986,C,2.0,l18,DECaLS,0.13,DC,0.5931,nan
DESI-169.6106-03.6275,169.6106,-3.6275,C,2.5,shielded,DECaLS,0.66,REX,0.3945,nan
DESI-170.4254+36.9636,170.4254,36.9636,C,2.5,l18,MzLS,0.93,DC,0.5815,nan
DESI-170.8944+12.5591,170.8944,12.5591,C,2.0,l18,DECaLS,1.0,DC,0.5305,nan
DESI-171.1047+71.1948,171.1047,71.1948,C,2.0,l18,MzLS,0.27,DC,,0.754+/-0.037
DESI-172.4891+32.1637,172.4891,32.1637,C,2.0,shielded,MzLS,0.3,DC,0.5193,nan
DESI-172.6002+05.7333,172.6002,5.7333,C,2.0,l18,DECaLS,0.64,DC,0.2636,nan
DESI-172.6730+11.3081,172.673,11.3081,C,2.0,l18,DECaLS,0.24,DC,0.6632,nan
DESI-173.5198+09.5846,173.5198,9.5846,C,2.5,l18,DECaLS,1.0,DC,,0.638+/-0.069
DESI-173.5474+17.0433,173.5474,17.0433,C,2.5,l18,DECaLS,0.57,DC,0.6664,nan
DESI-174.0108+52.2363,174.0108,52.2363,C,2.0,l18,MzLS,0.18,REX,0.5404,nan
DESI-174.1285+21.7754,174.1285,21.7754,C,2.0,l18,DECaLS,0.98,DC,0.4636,nan
DESI-174.2820+14.7811,174.282,14.7811,C,2.5,l18,DECaLS,1.0,DC,0.5951,nan
DESI-174.4592+46.6094,174.4592,46.6094,C,2.0,l18,MzLS,0.25,DC,0.3134,nan
DESI-174.8727-02.3072,174.8727,-2.3072,C,2.5,l18,DECaLS,0.99,DC,0.519,nan
DESI-175.1662+14.3254,175.1662,14.3254,C,2.0,l18,DECaLS,0.61,REX,0.3711,nan
DESI-175.1752-00.7266,175.1752,-0.7266,C,2.5,l18,DECaLS,1.0,DC,0.616,nan
DESI-175.7321+43.1339,175.7321,43.1339,C,2.0,l18,MzLS,0.91,DC,0.4782,nan
DESI-175.7329+22.2232,175.7329,22.2232,C,2.0,shielded,DECaLS,0.74,REX,0.69,nan
DESI-176.6400-06.1812,176.64,-6.1812,C,2.5,l18,DECaLS,0.99,DC,,0.386+/-0.028
DESI-176.9273+67.7222,176.9273,67.7222,C,2.0,l18,MzLS,0.94,DC,0.599,nan
DESI-176.9311+26.1644,176.9311,26.1644,C,2.0,l18,DECaLS,0.82,DC,0.6131,nan
DESI-177.0183+29.4844,177.0183,29.4844,C,2.5,l18,DECaLS,0.96,DC,0.5151,nan
DESI-177.0319+29.0869,177.0319,29.0869,C,2.5,l18,DECaLS,1.0,DC,0.6224,nan
DESI-178.5091+14.0868,178.5091,14.0868,C,2.5,l18,DECaLS,0.7,DC,0.741,nan
DESI-178.7212+21.4151,178.7212,21.4151,C,2.0,l18,DECaLS,0.99,DC,0.5466,nan
DESI-179.4811+22.9115,179.4811,22.9115,C,2.0,l18,DECaLS,0.36,REX,0.7805,nan
DESI-181.0043+47.5381,181.0043,47.5381,C,2.0,l18,MzLS,1.0,DC,0.4861,nan
DESI-181.3975+41.1790,181.3975,41.179,C,2.0,l18,MzLS,1.0,DC,0.4764,nan
DESI-182.5596+28.7243,182.5596,28.7243,C,2.5,shielded,DECaLS,1.0,REX,0.296,nan
DESI-182.7337-02.2276,182.7337,-2.2276,C,2.0,l18,DECaLS,0.66,DC,0.5326,nan
DESI-183.0990-01.5510,183.099,-1.551,C,2.5,l18,DECaLS,0.7,DC,0.4034,nan
DESI-183.1167-08.5941,183.1167,-8.5941,C,2.0,shielded,DECaLS,0.63,DC,,0.212+/-0.012
DESI-184.4375+31.5263,184.4375,31.5263,C,2.0,l18,DECaLS,1.0,DC,0.6967,nan
DESI-185.2581+21.8900,185.2581,21.89,C,2.0,l18,DECaLS,0.41,DC,0.5735,nan
DESI-185.6190+23.9709,185.619,23.9709,C,2.0,l18,DECaLS,0.8,DC,0.5869,nan
DESI-185.6850+70.6065,185.685,70.6065,C,2.0,l18,MzLS,0.64,DC,,0.568+/-0.035
DESI-185.9848+19.7177,185.9848,19.7177,C,2.0,shielded,DECaLS,0.45,DC,0.4966,nan
DESI-186.0916+02.2030,186.0916,2.203,C,2.0,l18,DECaLS,0.47,DC,0.3481,nan
DESI-186.4028-07.4188,186.4028,-7.4188,C,2.0,l18,DECaLS,0.38,DC,0.3685,nan
DESI-187.1282+09.6881,187.1282,9.6881,C,2.0,shielded,DECaLS,0.16,REX,0.7398,nan
DESI-189.2482+25.3442,189.2482,25.3442,C,2.5,l18,DECaLS,0.48,DC,0.6128,nan
DESI-190.4855+03.7332,190.4855,3.7332,C,2.0,l18,DECaLS,0.52,DC,0.3586,nan
DESI-190.5769+27.8629,190.5769,27.8629,C,2.0,l18,DECaLS,0.93,DC,0.5112,nan
DESI-190.5981+31.4848,190.5981,31.4848,C,2.0,l18,DECaLS,0.16,DC,0.242,nan
DESI-191.8527+36.7353,191.8527,36.7353,C,2.5,l18,MzLS,0.98,DC,0.6986,nan
DESI-192.8317-01.2219,192.8317,-1.2219,C,2.0,l18,DECaLS,0.94,REX,0.2631,nan
DESI-193.6682+18.9533,193.6682,18.9533,C,2.5,shielded,DECaLS,0.81,REX,0.6412,nan
DESI-194.1102+04.6703,194.1102,4.6703,C,2.5,l18,DECaLS,0.28,DC,0.2292,nan
DESI-195.4842+11.1801,195.4842,11.1801,C,2.0,l18,DECaLS,0.3,DC,0.6066,nan
DESI-196.3635+26.7520,196.3635,26.752,C,2.0,l18,DECaLS,0.17,DC,0.3611,nan
DESI-196.6232-05.6670,196.6232,-5.667,C,2.5,l18,DECaLS,0.36,DC,,0.405+/-0.011
DESI-196.8233+23.1565,196.8233,23.1565,C,2.5,l18,DECaLS,1.0,DC,0.3819,nan
DESI-198.2028+30.6423,198.2028,30.6423,C,2.0,l18,DECaLS,0.27,DC,0.5037,nan
DESI-198.4925+31.0493,198.4925,31.0493,C,2.0,shielded,DECaLS,0.18,REX,0.3212,nan
DESI-199.9412+01.5311,199.9412,1.5311,C,2.5,l18,DECaLS,0.91,DC,0.5803,nan
DESI-200.5670+04.3460,200.567,4.346,C,2.5,l18,DECaLS,0.51,DC,0.4027,nan
DESI-200.7983+38.2180,200.7983,38.218,C,2.0,l18,MzLS,0.12,DC,0.5085,nan
DESI-202.5096+47.8919,202.5096,47.8919,C,2.0,shielded,MzLS,0.71,DC,0.2674,nan
DESI-202.7745+07.4491,202.7745,7.4491,C,2.0,shielded,DECaLS,0.49,DC,0.1929,nan
DESI-203.2912+06.9014,203.2912,6.9014,C,2.0,shielded,DECaLS,0.63,REX,0.4303,nan
DESI-203.5927-09.2837,203.5927,-9.2837,C,2.0,l18,DECaLS,0.53,DC,,0.333+/-0.016
DESI-203.7084-08.7623,203.7084,-8.7623,C,2.0,shielded,DECaLS,0.63,DC,,0.721+/-0.045
DESI-203.8962+40.3315,203.8962,40.3315,C,2.5,l18,MzLS,0.96,DC,0.3087,nan
DESI-204.0300+25.6164,204.03,25.6164,C,2.0,l18,DECaLS,0.46,DC,0.4939,nan
DESI-204.2365+12.0278,204.2365,12.0278,C,2.0,l18,DECaLS,0.2,DC,0.5327,nan
DESI-204.3113+42.3813,204.3113,42.3813,C,2.0,shielded,MzLS,0.39,DC,0.2802,nan
DESI-205.4375+04.1861,205.4375,4.1861,C,2.5,l18,DECaLS,0.97,DC,,0.598+/-0.059
DESI-205.8655+21.7388,205.8655,21.7388,C,2.0,l18,DECaLS,0.2,DC,0.5585,nan
DESI-206.0993-01.6071,206.0993,-1.6071,C,2.0,shielded,DECaLS,0.49,DC,0.4681,nan
DESI-206.7000+28.6985,206.7,28.6985,C,2.0,l18,DECaLS,0.47,DC,0.441,nan
DESI-207.4187+38.5022,207.4187,38.5022,C,2.0,l18,MzLS,0.22,DC,0.5818,nan
DESI-207.4889+34.2732,207.4889,34.2732,C,2.0,l18,MzLS,0.84,DC,0.4911,nan
DESI-207.5513+31.5862,207.5513,31.5862,C,2.0,l18,DECaLS,0.34,DC,0.5095,nan
DESI-207.7050+52.9559,207.705,52.9559,C,2.0,l18,MzLS,0.66,DC,0.2877,nan
DESI-207.8335-06.3831,207.8335,-6.3831,C,2.0,l18,DECaLS,1.0,DC,0.6211,nan
DESI-208.4386+31.8650,208.4386,31.865,C,2.0,l18,DECaLS,0.15,DC,0.5292,nan
DESI-208.6688+19.1370,208.6688,19.137,C,2.0,l18,DECaLS,0.5,DC,0.5852,nan
DESI-208.9997+19.7239,208.9997,19.7239,C,2.0,shielded,DECaLS,0.24,REX,0.3816,nan
DESI-209.0944+03.6524,209.0944,3.6524,C,2.0,shielded,DECaLS,0.75,DC,0.2686,nan
DESI-209.7020-04.3961,209.702,-4.3961,C,2.5,shielded,DECaLS,0.72,DC,,0.417+/-0.097
DESI-211.6546+38.7004,211.6546,38.7004,C,2.0,l18,MzLS,0.43,DC,0.4952,nan
DESI-212.5306+62.1634,212.5306,62.1634,C,2.5,l18,MzLS,0.99,DC,0.5431,nan
DESI-212.7710+23.2324,212.771,23.2324,C,2.0,l18,DECaLS,0.82,DC,0.2873,nan
DESI-214.7102+19.9447,214.7102,19.9447,C,2.0,l18,DECaLS,0.88,DC,0.374,nan
DESI-215.1638+12.9717,215.1638,12.9717,C,2.5,l18,DECaLS,0.74,DC,0.5937,nan
DESI-216.0618+45.0242,216.0618,45.0242,C,2.0,l18,MzLS,1.0,DC,,0.819+/-0.100
DESI-217.0936+03.3000,217.0936,3.3,C,2.5,l18,DECaLS,1.0,DC,0.6108,nan
DESI-217.0950+22.9130,217.095,22.913,C,2.0,l18,DECaLS,0.82,DC,0.3242,nan
DESI-217.2090+51.6467,217.209,51.6467,C,2.0,l18,MzLS,0.22,DC,,0.664+/-0.033
DESI-217.7996+03.0093,217.7996,3.0093,C,2.5,l18,DECaLS,0.23,DC,0.1665,nan
DESI-218.1147+28.7213,218.1147,28.7213,C,2.5,l18,DECaLS,0.91,DC,0.328,nan
DESI-218.4468+18.7098,218.4468,18.7098,C,2.0,l18,DECaLS,1.0,DC,0.282,nan
DESI-218.4780+03.0039,218.478,3.0039,C,2.5,l18,DECaLS,0.97,DC,0.6438,nan
DESI-219.1501+21.1453,219.1501,21.1453,C,2.5,l18,DECaLS,0.99,DC,0.6024,nan
DESI-219.5680+25.0994,219.568,25.0994,C,2.0,l18,DECaLS,0.75,DC,0.3854,nan
DESI-219.9040+07.3502,219.904,7.3502,C,2.0,l18,DECaLS,0.6,DC,0.5608,nan
DESI-220.0226+23.8599,220.0226,23.8599,C,2.0,l18,DECaLS,0.96,DC,0.4126,nan
DESI-220.3113+04.4308,220.3113,4.4308,C,2.5,l18,DECaLS,0.5,REX,0.3293,nan
DESI-220.3862-00.8996,220.3862,-0.8996,C,2.0,l18,DECaLS,0.84,DC,0.5167,nan
DESI-221.4063+04.9046,221.4063,4.9046,C,2.0,l18,DECaLS,0.37,DC,0.3224,nan
DESI-221.6054+21.6944,221.6054,21.6944,C,2.5,shielded,DECaLS,0.54,DC,,0.071+/-0.029
DESI-221.9368+23.4043,221.9368,23.4043,C,2.5,l18,DECaLS,0.76,DC,0.2818,nan
DESI-222.2403-07.4558,222.2403,-7.4558,C,2.0,l18,DECaLS,0.23,DC,,0.518+/-0.147
DESI-222.4812-06.8463,222.4812,-6.8463,C,2.0,shielded,DECaLS,0.3,DC,0.311,nan
DESI-222.7392+03.5562,222.7392,3.5562,C,2.0,l18,DECaLS,0.13,REX,0.2866,nan
DESI-223.0001-01.0752,223.0001,-1.0752,C,2.0,l18,DECaLS,0.86,DC,0.2712,nan
DESI-223.2085+58.0265,223.2085,58.0265,C,2.0,l18,MzLS,0.11,DC,0.3785,nan
DESI-223.2358+58.0531,223.2358,58.0531,C,2.5,l18,MzLS,0.86,DC,0.3319,nan
DESI-223.4373-06.5203,223.4373,-6.5203,C,2.0,shielded,DECaLS,0.2,REX,0.1862,nan
DESI-224.3832-08.0150,224.3832,-8.015,C,2.5,l18,DECaLS,1.0,DC,,0.429+/-0.044
DESI-225.1316+62.7228,225.1316,62.7228,C,2.0,l18,MzLS,0.21,REX,,0.421+/-0.101
DESI-225.5679+15.1661,225.5679,15.1661,C,2.0,l18,DECaLS,0.11,DC,0.5515,nan
DESI-226.1397+28.0320,226.1397,28.032,C,2.0,l18,DECaLS,0.93,DC,0.4815,nan
DESI-226.2950+17.3451,226.295,17.3451,C,2.5,l18,DECaLS,0.32,DC,0.4836,nan
DESI-226.3130+41.7447,226.313,41.7447,C,2.0,l18,MzLS,0.15,DC,,0.446+/-0.100
DESI-226.9254+29.9560,226.9254,29.956,C,2.0,shielded,DECaLS,0.13,REX,0.1851,nan
DESI-226.9378+70.1215,226.9378,70.1215,C,2.5,l18,MzLS,0.96,DC,,0.509+/-0.026
DESI-226.9381+05.3823,226.9381,5.3823,C,2.0,l18,DECaLS,0.98,DC,0.6187,nan
DESI-227.7518+10.5556,227.7518,10.5556,C,2.5,l18,DECaLS,0.91,DC,0.3586,nan
DESI-227.9059+05.6220,227.9059,5.622,C,2.5,l18,DECaLS,0.49,DC,0.6132,nan
DESI-227.9362+06.5090,227.9362,6.509,C,2.0,l18,DECaLS,0.67,DC,0.5379,nan
DESI-228.4624-03.4634,228.4624,-3.4634,C,2.5,l18,DECaLS,0.98,DC,,0.648+/-0.019
DESI-228.4698+14.1675,228.4698,14.1675,C,2.0,shielded,DECaLS,0.11,REX,0.5766,nan
DESI-228.6370+68.4893,228.637,68.4893,C,2.0,l18,MzLS,0.18,DC,,0.521+/-0.023
DESI-229.2637+10.0569,229.2637,10.0569,C,2.5,l18,DECaLS,0.87,DC,0.5636,nan
DESI-229.7213+09.2304,229.7213,9.2304,C,2.0,shielded,DECaLS,0.57,REX,0.6645,nan
DESI-229.7448+27.3746,229.7448,27.3746,C,2.0,l18,DECaLS,0.1,DC,0.6638,nan
DESI-230.5321+32.8538,230.5321,32.8538,C,2.5,l18,MzLS,1.0,DC,0.6249,nan
DESI-230.6319-00.7509,230.6319,-0.7509,C,2.0,l18,DECaLS,0.89,DC,0.5028,nan
DESI-230.9520+10.2717,230.952,10.2717,C,2.5,shielded,DECaLS,0.94,REX,0.447,nan
DESI-230.9711+04.9138,230.9711,4.9138,C,2.0,l18,DECaLS,0.36,DC,0.634,nan
DESI-230.9776+67.6248,230.9776,67.6248,C,2.0,l18,MzLS,0.73,DC,,0.752+/-0.020
DESI-231.0060+49.1881,231.006,49.1881,C,2.5,l18,MzLS,0.84,DC,0.5332,nan
DESI-232.6507+80.8392,232.6507,80.8392,C,2.0,l18,MzLS,0.25,DC,,0.556+/-0.087
DESI-233.2341+50.1953,233.2341,50.1953,C,2.5,l18,MzLS,0.97,DC,0.5655,nan
DESI-234.8063+11.7178,234.8063,11.7178,C,2.5,l18,DECaLS,0.91,DC,0.5713,nan
DESI-235.0039+32.6092,235.0039,32.6092,C,2.5,l18,MzLS,0.41,DC,0.299,nan
DESI-235.2734+07.5424,235.2734,7.5424,C,2.0,l18,DECaLS,0.58,DC,0.2481,nan
DESI-235.5208+40.3319,235.5208,40.3319,C,2.0,l18,MzLS,0.87,DC,0.4568,nan
DESI-235.7400+14.8762,235.74,14.8762,C,2.5,shielded,DECaLS,0.99,REX,0.4532,nan
DESI-236.5762+48.3642,236.5762,48.3642,C,2.0,l18,MzLS,0.24,DC,0.211,nan
DESI-236.5969+23.9051,236.5969,23.9051,C,2.5,l18,DECaLS,0.52,DC,0.3051,nan
DESI-237.7650+06.8422,237.765,6.8422,C,2.0,l18,DECaLS,0.46,DC,0.4967,nan
DESI-238.0854+61.6594,238.0854,61.6594,C,2.5,l18,MzLS,0.37,DC,0.4605,nan
DESI-238.4959+16.3935,238.4959,16.3935,C,2.5,l18,DECaLS,1.0,DC,0.3838,nan
DESI-238.5690+04.7276,238.569,4.7276,C,2.5,l18,DECaLS,1.0,DC,0.5394,nan
DESI-238.6455+44.3415,238.6455,44.3415,C,2.5,l18,MzLS,0.22,DC,0.5738,nan
DESI-238.6575+46.1560,238.6575,46.156,C,2.0,l18,MzLS,0.53,DC,0.7298,nan
DESI-239.7952+07.5133,239.7952,7.5133,C,2.0,l18,DECaLS,0.12,DC,0.4492,nan
DESI-241.7346+42.1102,241.7346,42.1102,C,2.5,l18,MzLS,1.0,REX,0.8924,nan
DESI-241.7375+18.1017,241.7375,18.1017,C,2.5,l18,DECaLS,0.98,DC,0.2258,nan
DESI-241.8696+05.8963,241.8696,5.8963,C,2.0,l18,DECaLS,0.87,DC,0.5909,nan
DESI-242.2528+04.4242,242.2528,4.4242,C,2.0,l18,DECaLS,0.41,DC,0.2835,nan
DESI-244.5857+54.5052,244.5857,54.5052,C,2.0,l18,MzLS,0.55,DC,0.3616,nan
DESI-246.0592+10.6100,246.0592,10.61,C,2.0,l18,DECaLS,0.99,DC,0.6235,nan
DESI-246.4202+33.2659,246.4202,33.2659,C,2.5,l18,MzLS,0.75,DC,,0.992+/-0.120
DESI-246.6316+49.1584,246.6316,49.1584,C,2.0,l18,MzLS,0.63,DC,0.2777,nan
DESI-247.9945-01.6681,247.9945,-1.6681,C,2.0,shielded,DECaLS,0.72,DC,,0.733+/-0.150
DESI-248.9636+46.8071,248.9636,46.8071,C,2.5,l18,MzLS,0.39,DC,0.5405,nan
DESI-249.0881+27.7159,249.0881,27.7159,C,2.5,l18,DECaLS,0.99,DC,0.3342,nan
DESI-249.3569+31.6652,249.3569,31.6652,C,2.0,shielded,DECaLS,0.99,REX,0.4376,nan
DESI-250.4830+66.2103,250.483,66.2103,C,2.0,l18,MzLS,0.58,DC,,0.543+/-0.066
DESI-250.8015+21.3635,250.8015,21.3635,C,2.0,l18,DECaLS,0.5,DC,0.4826,nan
DESI-251.4915+22.9241,251.4915,22.9241,C,2.0,l18,DECaLS,0.53,DC,0.3371,nan
DESI-251.7677+11.2970,251.7677,11.297,C,2.5,l18,DECaLS,1.0,REX,,0.220+/-0.141
DESI-251.8574+09.6103,251.8574,9.6103,C,2.5,l18,DECaLS,0.99,DC,,0.319+/-0.014
DESI-252.1292+63.7872,252.1292,63.7872,C,2.0,l18,MzLS,0.99,DC,0.5302,nan
DESI-253.0914+55.0867,253.0914,55.0867,C,2.5,shielded,MzLS,1.0,REX,,0.462+/-0.114
DESI-253.2568+30.8665,253.2568,30.8665,C,2.5,l18,DECaLS,0.37,DC,0.5169,nan
DESI-254.2942+31.8480,254.2942,31.848,C,2.5,l18,DECaLS,1.0,REX,0.3915,nan
DESI-255.9749+41.6783,255.9749,41.6783,C,2.0,l18,MzLS,0.29,DC,0.4128,nan
DESI-256.1498+08.2505,256.1498,8.2505,C,2.0,shielded,DECaLS,0.1,REX,,0.485+/-0.093
DESI-256.2179+07.8065,256.2179,7.8065,C,2.5,l18,DECaLS,0.37,DC,,0.400+/-0.017
DESI-256.7414+25.8919,256.7414,25.8919,C,2.5,l18,DECaLS,0.21,DC,0.5953,nan
DESI-257.0428+11.8169,257.0428,11.8169,C,2.0,l18,DECaLS,0.94,DC,0.546,nan
DESI-259.6311+23.7908,259.6311,23.7908,C,2.5,l18,DECaLS,0.99,REX,0.6059,nan
DESI-259.8396+24.6880,259.8396,24.688,C,2.5,l18,DECaLS,1.0,DC,0.4894,nan
DESI-261.7825+13.0155,261.7825,13.0155,C,2.0,l18,DECaLS,0.3,DC,,0.507+/-0.015
DESI-264.2946+26.8373,264.2946,26.8373,C,2.5,l18,DECaLS,0.96,DC,0.4208,nan
DESI-266.3918+27.2260,266.3918,27.226,C,2.0,l18,DECaLS,0.19,DC,,0.751+/-0.054
DESI-267.9412+43.5847,267.9412,43.5847,C,2.0,l18,MzLS,0.28,DC,0.7418,nan
DESI-267.9501+43.5780,267.9501,43.578,C,2.0,l18,MzLS,0.74,DC,,0.559+/-0.268
DESI-270.2102+35.8525,270.2102,35.8525,C,2.5,l18,MzLS,0.94,DC,,0.807+/-0.034
DESI-270.4979+48.3192,270.4979,48.3192,C,2.0,l18,MzLS,0.88,DC,0.402,nan
DESI-270.5244+35.2017,270.5244,35.2017,C,2.5,l18,MzLS,0.99,DC,,0.343+/-0.025
DESI-273.3831+34.2652,273.3831,34.2652,C,2.5,l18,MzLS,0.1,DC,,0.217+/-0.011
DESI-273.6883+54.7764,273.6883,54.7764,C,2.0,l18,MzLS,0.52,DC,,0.510+/-0.016
DESI-274.3781+42.3118,274.3781,42.3118,C,2.0,l18,MzLS,0.51,DC,0.5793,nan
DESI-275.2007+40.0650,275.2007,40.065,C,2.5,l18,MzLS,0.77,DC,,0.848+/-0.067
DESI-276.8661+51.8599,276.8661,51.8599,C,2.0,l18,MzLS,0.77,DC,,0.783+/-0.023
DESI-277.7776+57.3732,277.7776,57.3732,C,2.0,l18,MzLS,0.13,DC,,0.789+/-0.068
DESI-279.6919+47.5645,279.6919,47.5645,C,2.0,l18,MzLS,0.97,DC,,0.388+/-0.015
DESI-281.6950+76.1017,281.695,76.1017,C,2.5,l18,MzLS,1.0,DC,,0.721+/-0.054
DESI-282.8164+66.4911,282.8164,66.4911,C,2.0,l18,MzLS,0.83,DC,,0.667+/-0.018
DESI-283.8139+45.1750,283.8139,45.175,C,2.0,l18,MzLS,0.81,DC,,0.692+/-0.172
DESI-286.9816+69.1405,286.9816,69.1405,C,2.5,shielded,MzLS,0.36,DC,,0.181+/-0.014
DESI-290.9468+61.3182,290.9468,61.3182,C,2.5,l18,MzLS,0.91,DC,,0.575+/-0.018
DESI-291.7549+66.7310,291.7549,66.731,C,2.5,l18,MzLS,0.3,DC,,0.695+/-0.037
DESI-291.8967+54.2998,291.8967,54.2998,C,2.0,l18,MzLS,0.49,DC,,0.588+/-0.026
DESI-296.6448+60.3651,296.6448,60.3651,C,2.5,l18,MzLS,0.93,DC,0.2854,nan
DESI-308.6348-47.1690,308.6348,-47.169,C,2.0,shielded,DECaLS,0.87,REX,,0.729+/-0.062
DESI-308.8072+00.7818,308.8072,0.7818,C,2.5,shielded,DECaLS,0.59,DC,0.3933,nan
DESI-310.9666+03.2223,310.9666,3.2223,C,2.0,l18,DECaLS,0.15,DC,0.3051,nan
DESI-313.3618-09.2758,313.3618,-9.2758,C,2.5,l18,DECaLS,0.45,DC,,0.419+/-0.016
DESI-313.5823-41.4077,313.5823,-41.4077,C,2.5,shielded,DECaLS,0.28,REX,,0.406+/-0.224
DESI-314.7376+04.7259,314.7376,4.7259,C,2.5,l18,DECaLS,0.42,DC,0.5939,nan
DESI-315.3295+02.2958,315.3295,2.2958,C,2.5,l18,DECaLS,0.67,DC,0.7481,nan
DESI-316.8445-00.9920,316.8445,-0.992,C,2.0,shielded,DECaLS,0.13,REX,0.5142,nan
DESI-319.1672-01.5035,319.1672,-1.5035,C,2.0,shielded,DECaLS,0.26,DC,0.1627,nan
DESI-319.4948-00.7468,319.4948,-0.7468,C,2.0,l18,DECaLS,1.0,REX,0.3865,nan
DESI-319.5281+16.9379,319.5281,16.9379,C,2.0,l18,DECaLS,0.73,DC,0.661,nan
DESI-319.7068-63.3875,319.7068,-63.3875,C,2.0,shielded,DECaLS,0.33,REX,,0.656+/-0.053
DESI-320.1446-11.1251,320.1446,-11.1251,C,2.5,shielded,DECaLS,0.47,DC,0.5877,nan
DESI-320.8584+01.8867,320.8584,1.8867,C,2.5,l18,DECaLS,0.39,DC,0.5249,nan
DESI-321.3061-00.0295,321.3061,-0.0295,C,2.0,l18,DECaLS,0.15,DC,,0.618+/-0.199
DESI-321.5604+09.8332,321.5604,9.8332,C,2.5,shielded,DECaLS,0.51,DC,0.5691,nan
DESI-322.6011-61.9086,322.6011,-61.9086,C,2.0,l18,DECaLS,0.74,REX,,0.828+/-0.056
DESI-324.8366-63.7250,324.8366,-63.725,C,2.0,shielded,DECaLS,0.74,REX,,0.512+/-0.086
DESI-326.2881+19.8848,326.2881,19.8848,C,2.0,shielded,DECaLS,0.99,REX,0.6892,nan
DESI-326.7119-43.0078,326.7119,-43.0078,C,2.0,l18,DECaLS,1.0,REX,,0.831+/-0.078
